BHIIdentifier,PipelineFeature,INTEXTIDOD,Odometerft,DistancetoNextPipelineFeatureft,WTin,PipeGradepsi,PipeDescription,PipeDiameterin,MOPpsi,Depth,Depthin,Lengthin,Widthin,OClockOrientationhhmm,mB31GBurstpsi,ERF,EffDepth,EffLengthin,EffAreaBurstpsi,UpstreamUSReferenceName,DistanceToUSft,DownstreamDSReferenceName,DistanceFromDSReferenceft,DistancetoUSWeldft,DistancetoDSWeldft,Length2ndUSJointft,LengthUSJointft,LengthDefectJointft,DefectJointNumber,LengthDSJointft,Length2ndDSJointft,XYZInformationNAD83Latitude,XYZInformationNAD83Longitude,XYZInformationNAVD88Elevationft,Comments
GWD 26570,Girth Weld,,125284.71,1.06,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,1385.01,AGM 44,1116.34,1.63,1.06,1.00,1.63,1.06,26570,15.73,0.99,33.8966062,-118.1425229,78.77,
GWD 26580,Girth Weld,,125285.77,15.73,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,1386.07,AGM 44,1115.28,1.06,15.73,1.63,1.06,15.73,26580,0.99,3.30,33.8966063,-118.1425263,78.81,Estimated WT 0.203
GWD 26590,Girth Weld,,125301.50,0.99,0.280,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,1401.80,AGM 44,1099.55,15.73,0.99,1.06,15.73,0.99,26590,3.30,1.16,33.8966054,-118.1425766,79.48,
GWD 26600,Girth Weld,,125302.49,1.92,0.280,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,1402.79,AGM 44,1098.56,0.99,3.30,15.73,0.99,3.30,26600,1.16,3.66,33.8966054,-118.1425798,79.53,
BND 210,Bend,,125304.41,1.38,0.280,35000,ERW,8.625,680,,,41.611,,,,,,,,AGM 43,1404.71,AGM 44,1096.64,1.92,1.38,15.73,0.99,3.30,26600,1.16,3.66,33.8966038,-118.1425854,79.65,3.0D 89.4 deg left turn sag bend
GWD 26610,Girth Weld,,125305.78,1.16,0.280,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,1406.09,AGM 44,1095.27,3.30,1.16,0.99,3.30,1.16,26610,3.66,3.22,33.8966006,-118.1425875,79.77,
GWD 26620,Girth Weld,,125306.94,3.66,0.203,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,1407.24,AGM 44,1094.11,1.16,3.66,3.30,1.16,3.66,26620,3.22,1.71,33.8965976,-118.1425876,79.86,Estimated WT 0.203
GWD 26630,Girth Weld,,125310.60,2.47,0.203,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,1410.90,AGM 44,1090.45,3.66,3.22,1.16,3.66,3.22,26630,1.71,1.00,33.8965879,-118.1425873,80.25,
BND 211,Bend,,125313.07,0.75,0.203,35000,SMLS,8.625,680,,,56.558,,,,,,,,AGM 43,1413.37,AGM 44,1087.98,2.47,0.75,1.16,3.66,3.22,26630,1.71,1.00,33.8965822,-118.1425898,79.63,3.0D 91.8 deg right turn over bend
GWD 26640,Girth Weld,,125313.82,1.71,0.203,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,1414.12,AGM 44,1087.23,3.22,1.71,3.66,3.22,1.71,26640,1.00,34.54,33.8965816,-118.1425914,79.13,
GWD 26650,Girth Weld,,125315.53,1.00,0.280,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,1415.83,AGM 44,1085.52,1.71,1.00,3.22,1.71,1.00,26650,34.54,32.35,33.8965813,-118.1425964,78.49,
GWD 26660,Girth Weld,,125316.53,2.77,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,1416.83,AGM 44,1084.52,1.00,34.54,1.71,1.00,34.54,26660,32.35,32.30,33.8965814,-118.1425996,78.47,Estimated WT 0.188
CSG 15,Casing Start,,125319.30,31.76,0.188,35000,SMLS,8.625,680,,,1535.440,,,,,,,,AGM 43,1419.60,AGM 44,1081.75,2.77,31.76,1.71,1.00,34.54,26660,32.35,32.30,33.8965814,-118.1426084,78.52,Casing - Start
GWD 26670,Girth Weld,,125351.06,32.35,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,1451.36,AGM 44,1049.99,34.54,32.35,1.00,34.54,32.35,26670,32.30,41.19,33.8965815,-118.1427101,78.87,
GWD 26680,Girth Weld,,125383.41,32.30,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,1483.71,AGM 44,1017.64,32.35,32.30,34.54,32.35,32.30,26680,41.19,39.84,33.8965822,-118.1428136,78.89,
GWD 26690,Girth Weld,,125415.71,31.54,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,1516.01,AGM 44,985.34,32.30,41.19,32.35,32.30,41.19,26690,39.84,3.50,33.8965831,-118.1429170,78.88,
CSG 15,Casing End,,125447.25,9.65,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,1547.55,AGM 44,953.80,31.54,9.65,32.35,32.30,41.19,26690,39.84,3.50,33.8965850,-118.1430179,78.45,Casing - End
GWD 26700,Girth Weld,,125456.91,39.84,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,1557.21,AGM 44,944.14,41.19,39.84,32.30,41.19,39.84,26700,3.50,32.00,33.8965856,-118.1430488,78.23,
GWD 26710,Girth Weld,,125496.74,3.50,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,1597.04,AGM 44,904.31,39.84,3.50,41.19,39.84,3.50,26710,32.00,38.26,33.8965873,-118.1431763,77.99,
GWD 26720,Girth Weld,,125500.25,32.00,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,1600.55,AGM 44,900.80,3.50,32.00,39.84,3.50,32.00,26720,38.26,38.01,33.8965874,-118.1431875,78.03,
GWD 26730,Girth Weld,,125532.24,38.26,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,1632.54,AGM 44,868.81,32.00,38.26,3.50,32.00,38.26,26730,38.01,34.59,33.8965884,-118.1432899,78.11,
GWD 26740,Girth Weld,,125570.50,38.01,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,1670.80,AGM 44,830.55,38.26,38.01,32.00,38.26,38.01,26740,34.59,37.01,33.8965895,-118.1434123,77.34,
GWD 26750,Girth Weld,,125608.51,34.59,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,1708.81,AGM 44,792.54,38.01,34.59,38.26,38.01,34.59,26750,37.01,39.50,33.8965903,-118.1435339,76.60,
GWD 26760,Girth Weld,,125643.10,37.01,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,1743.40,AGM 44,757.95,34.59,37.01,38.01,34.59,37.01,26760,39.50,37.43,33.8965915,-118.1436446,76.58,
GWD 26770,Girth Weld,,125680.11,39.50,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,1780.42,AGM 44,720.93,37.01,39.50,34.59,37.01,39.50,26770,37.43,37.67,33.8965925,-118.1437630,76.83,
GWD 26780,Girth Weld,,125719.61,37.43,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,1819.91,AGM 44,681.44,39.50,37.43,37.01,39.50,37.43,26780,37.67,37.07,33.8965933,-118.1438894,76.80,
GWD 26790,Girth Weld,,125757.05,37.67,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,1857.35,AGM 44,644.00,37.43,37.67,39.50,37.43,37.67,26790,37.07,28.77,33.8965948,-118.1440092,76.78,
GWD 26800,Girth Weld,,125794.71,37.07,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,1895.02,AGM 44,606.33,37.67,37.07,37.43,37.67,37.07,26800,28.77,39.76,33.8965961,-118.1441298,76.61,
GWD 26810,Girth Weld,,125831.78,28.77,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,1932.09,AGM 44,569.26,37.07,28.77,37.67,37.07,28.77,26810,39.76,39.62,33.8965968,-118.1442484,76.21,
GWD 26820,Girth Weld,,125860.55,39.76,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,1960.86,AGM 44,540.49,28.77,39.76,37.07,28.77,39.76,26820,39.62,37.94,33.8965966,-118.1443405,76.15,
GWD 26830,Girth Weld,,125900.31,39.62,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,2000.62,AGM 44,500.73,39.76,39.62,28.77,39.76,39.62,26830,37.94,40.51,33.8965968,-118.1444677,76.26,
GWD 26840,Girth Weld,,125939.93,37.94,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,2040.23,AGM 44,461.12,39.62,37.94,39.76,39.62,37.94,26840,40.51,38.21,33.8965975,-118.1445945,75.97,
GWD 26850,Girth Weld,,125977.87,40.51,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,2078.18,AGM 44,423.17,37.94,40.51,39.62,37.94,40.51,26850,38.21,40.00,33.8965984,-118.1447159,76.64,
GWD 26860,Girth Weld,,126018.38,38.21,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,2118.68,AGM 44,382.67,40.51,38.21,37.94,40.51,38.21,26860,40.00,29.66,33.8965993,-118.1448456,76.31,
GWD 26870,Girth Weld,,126056.59,40.00,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,2156.89,AGM 44,344.46,38.21,40.00,40.51,38.21,40.00,26870,29.66,40.33,33.8965997,-118.1449679,76.33,
GWD 26880,Girth Weld,,126096.59,29.66,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,2196.89,AGM 44,304.46,40.00,29.66,38.21,40.00,29.66,26880,40.33,35.71,33.8966004,-118.1450959,76.33,
GWD 26890,Girth Weld,,126126.25,40.33,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,2226.55,AGM 44,274.80,29.66,40.33,40.00,29.66,40.33,26890,35.71,1.64,33.8966008,-118.1451908,76.54,
GWD 26900,Girth Weld,,126166.58,35.71,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,2266.89,AGM 44,234.46,40.33,35.71,29.66,40.33,35.71,26900,1.64,4.65,33.8966024,-118.1453199,76.32,
GWD 26910,Girth Weld,,126202.29,0.95,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,2302.59,AGM 44,198.76,35.71,1.64,40.33,35.71,1.64,26910,4.65,1.63,33.8966040,-118.1454341,76.73,
BND 212,Bend,,126203.24,0.69,0.188,35000,SMLS,8.625,680,,,24.680,,,,,,,,AGM 43,2303.54,AGM 44,197.81,0.95,0.69,40.33,35.71,1.64,26910,4.65,1.63,33.8966041,-118.1454371,76.60,3.0D 47.9 deg left turn over bend
GWD 26920,Girth Weld,,126203.93,4.65,0.322,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,2304.23,AGM 44,197.12,1.64,4.65,35.71,1.64,4.65,26920,1.63,1.02,33.8966041,-118.1454390,76.26,
GWD 26930,Girth Weld,,126208.59,0.80,0.322,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,2308.89,AGM 44,192.46,4.65,1.63,1.64,4.65,1.63,26930,1.02,8.12,33.8966039,-118.1454495,72.95,
BND 213,Bend,,126209.39,0.83,0.322,35000,ERW,8.625,680,,,25.145,,,,,,,,AGM 43,2309.69,AGM 44,191.66,0.80,0.83,1.64,4.65,1.63,26930,1.02,8.12,33.8966039,-118.1454516,72.50,3.0D 46.7 deg right turn sag bend
GWD 26940,Girth Weld,,126210.21,1.02,0.322,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,2310.51,AGM 44,190.84,1.63,1.02,4.65,1.63,1.02,26940,8.12,0.93,33.8966038,-118.1454541,72.30,
GWD 26950,Girth Weld,,126211.24,8.12,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,2311.54,AGM 44,189.81,1.02,8.12,1.63,1.02,8.12,26950,0.93,1.62,33.8966038,-118.1454574,72.27,Estimated WT 0.188
GWD 26960,Girth Weld,,126219.36,0.93,0.280,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,2319.66,AGM 44,181.69,8.12,0.93,1.02,8.12,0.93,26960,1.62,0.95,33.8966038,-118.1454834,72.21,
GWD 26970,Girth Weld,,126220.28,0.85,0.280,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,2320.58,AGM 44,180.77,0.93,1.62,8.12,0.93,1.62,26970,0.95,3.22,33.8966038,-118.1454863,72.16,
BND 214,Bend,,126221.13,0.77,0.280,35000,ERW,8.625,680,,,24.393,,,,,,,,AGM 43,2321.44,AGM 44,179.91,0.85,0.77,8.12,0.93,1.62,26970,0.95,3.22,33.8966038,-118.1454890,72.30,3.0D 45.9 deg sag bend
GWD 26980,Girth Weld,,126221.90,0.95,0.280,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,2322.20,AGM 44,179.15,1.62,0.95,0.93,1.62,0.95,26980,3.22,1.55,33.8966038,-118.1454911,72.68,
GWD 26990,Girth Weld,,126222.85,3.22,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,2323.16,AGM 44,178.20,0.95,3.22,1.62,0.95,3.22,26990,1.55,1.05,33.8966038,-118.1454934,73.31,Estimated WT 0.188
GWD 27000,Girth Weld,,126226.08,0.67,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,2326.38,AGM 44,174.97,3.22,1.55,0.95,3.22,1.55,27000,1.05,12.03,33.8966038,-118.1455007,75.59,
BND 215,Bend,,126226.75,0.88,0.188,35000,SMLS,8.625,680,,,25.589,,,,,,,,AGM 43,2327.05,AGM 44,174.30,0.67,0.88,0.95,3.22,1.55,27000,1.05,12.03,33.8966038,-118.1455025,75.94,3.0D 46.7 deg over bend
GWD 27010,Girth Weld,,126227.63,1.05,0.280,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,2327.93,AGM 44,173.42,1.55,1.05,3.22,1.55,1.05,27010,12.03,34.71,33.8966038,-118.1455053,76.13,
GWD 27020,Girth Weld,,126228.68,12.03,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,2328.98,AGM 44,172.37,1.05,12.03,1.55,1.05,12.03,27020,34.71,32.72,33.8966039,-118.1455086,76.14,Estimated WT 0.188
GWD 27030,Girth Weld,,126240.71,34.71,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,2341.01,AGM 44,160.34,12.03,34.71,1.05,12.03,34.71,27030,32.72,36.81,33.8966042,-118.1455471,75.89,
GWD 27040,Girth Weld,,126275.42,32.72,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,2375.72,AGM 44,125.63,34.71,32.72,12.03,34.71,32.72,27040,36.81,4.01,33.8966052,-118.1456582,75.91,
GWD 27050,Girth Weld,,126308.13,36.81,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,2408.43,AGM 44,92.92,32.72,36.81,34.71,32.72,36.81,27050,4.01,37.80,33.8966057,-118.1457629,76.14,
GWD 27060,Girth Weld,,126344.94,0.78,0.280,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,2445.24,AGM 44,56.11,36.81,4.01,32.72,36.81,4.01,27060,37.80,37.27,33.8966050,-118.1458807,76.05,
TAP 23,TAP,,126345.72,3.23,0.280,35000,ERW,8.625,680,,,,,11:47,,,,,,AGM 43,2446.03,AGM 44,55.32,0.78,3.23,32.72,36.81,4.01,27060,37.80,37.27,33.8966050,-118.1458832,76.05,Offtake|Possible near by Valve 206
GWD 27070,Girth Weld,,126348.95,37.80,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,2449.26,AGM 44,52.09,4.01,37.80,36.81,4.01,37.80,27070,37.27,31.59,33.8966047,-118.1458937,76.05,Estimated WT 0.188
GWD 27080,Girth Weld,,126386.75,14.30,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 43,2487.05,AGM 44,14.30,37.80,37.27,4.01,37.80,37.27,27080,31.59,36.32,33.8966016,-118.1460176,76.02,
MRK 21,Marker,,126401.05,22.97,0.188,35000,SMLS,8.625,680,,,,,11:53,,,,,,AGM 43,2501.35,Receiver Valve,1661.28,14.30,22.97,4.01,37.80,37.27,27080,31.59,36.32,33.8966006,-118.1460645,76.02,AGM 44
GWD 27090,Girth Weld,,126424.02,31.59,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 44,22.97,Receiver Valve,1638.30,37.27,31.59,37.80,37.27,31.59,27090,36.32,32.65,33.8965989,-118.1461398,76.01,
GWD 27100,Girth Weld,,126455.62,17.10,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 44,54.57,Receiver Valve,1606.71,31.59,36.32,37.27,31.59,36.32,27100,32.65,32.97,33.8965968,-118.1462434,75.41,
CSG 16,Casing Start,,126472.72,19.21,0.188,35000,SMLS,8.625,680,,,510.339,,,,,,,,AGM 44,71.67,Receiver Valve,1589.61,17.10,19.21,37.27,31.59,36.32,27100,32.65,32.97,33.8965955,-118.1462994,75.25,Casing - Start
GWD 27110,Girth Weld,,126491.93,23.31,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 44,90.88,Receiver Valve,1570.39,36.32,32.65,31.59,36.32,32.65,27110,32.97,19.48,33.8965940,-118.1463624,75.21,
CSG 16,Casing End,,126515.25,9.34,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 44,114.20,Receiver Valve,1547.08,23.31,9.34,31.59,36.32,32.65,27110,32.97,19.48,33.8965919,-118.1464388,75.28,Casing - End
GWD 27120,Girth Weld,,126524.58,32.97,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 44,123.53,Receiver Valve,1537.74,32.65,32.97,36.32,32.65,32.97,27120,19.48,2.04,33.8965911,-118.1464694,75.39,
GWD 27130,Girth Weld,,126557.55,19.48,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 44,156.50,Receiver Valve,1504.78,32.97,19.48,32.65,32.97,19.48,27130,2.04,15.71,33.8965886,-118.1465775,75.20,
GWD 27140,Girth Weld,,126577.03,2.04,0.280,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,175.99,Receiver Valve,1485.29,19.48,2.04,32.97,19.48,2.04,27140,15.71,27.35,33.8965870,-118.1466414,74.67,
GWD 27150,Girth Weld,,126579.08,15.71,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 44,178.03,Receiver Valve,1483.25,2.04,15.71,19.48,2.04,15.71,27150,27.35,1.28,33.8965869,-118.1466481,74.62,Estimated WT 0.188
GWD 27160,Girth Weld,,126594.79,27.35,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 44,193.74,Receiver Valve,1467.54,15.71,27.35,2.04,15.71,27.35,27160,1.28,1.02,33.8965855,-118.1466995,74.43,
GWD 27170,Girth Weld,,126622.14,0.63,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 44,221.09,Receiver Valve,1440.19,27.35,1.28,15.71,27.35,1.28,27170,1.02,32.77,33.8965822,-118.1467891,75.27,
BND 216,Bend,,126622.77,0.65,0.188,35000,SMLS,8.625,680,,,24.059,,,,,,,,AGM 44,221.72,Receiver Valve,1439.56,0.63,0.65,15.71,27.35,1.28,27170,1.02,32.77,33.8965824,-118.1467911,75.29,5.0D 38.8 deg right turn over bend
GWD 27180,Girth Weld,,126623.41,1.02,0.280,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,222.37,Receiver Valve,1438.91,1.28,1.02,27.35,1.28,1.02,27180,32.77,7.77,33.8965831,-118.1467931,75.30,
GWD 27190,Girth Weld,,126624.44,32.77,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 44,223.39,Receiver Valve,1437.89,1.02,32.77,1.28,1.02,32.77,27190,7.77,44.13,33.8965845,-118.1467960,75.29,Estimated WT 0.188
GWD 27200,Girth Weld,,126657.20,7.77,0.188,35000,SMLS,8.625,680,,,,,,,,,,,AGM 44,256.16,Receiver Valve,1405.12,32.77,7.77,1.02,32.77,7.77,27200,44.13,48.15,33.8966339,-118.1468856,74.70,
GWD 27210,Girth Weld,,126664.98,44.13,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,263.93,Receiver Valve,1397.35,7.77,44.13,32.77,7.77,44.13,27210,48.15,48.19,33.8966457,-118.1469068,74.44,Estimated WT 0.203
GWD 27220,Girth Weld,,126709.11,48.15,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,308.06,Receiver Valve,1353.21,44.13,48.15,7.77,44.13,48.15,27220,48.19,48.05,33.8967124,-118.1470274,73.95,
GWD 27230,Girth Weld,,126757.26,48.19,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,356.21,Receiver Valve,1305.07,48.15,48.19,44.13,48.15,48.19,27230,48.05,40.01,33.8967824,-118.1471611,74.14,
GWD 27240,Girth Weld,,126805.44,48.05,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,404.39,Receiver Valve,1256.88,48.19,48.05,48.15,48.19,48.05,27240,40.01,48.12,33.8968511,-118.1472960,74.84,
GWD 27250,Girth Weld,,126853.49,40.01,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,452.44,Receiver Valve,1208.83,48.05,40.01,48.19,48.05,40.01,27250,48.12,48.05,33.8969194,-118.1474306,75.14,
GWD 27260,Girth Weld,,126893.50,48.12,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,492.45,Receiver Valve,1168.83,40.01,48.12,48.05,40.01,48.12,27260,48.05,48.26,33.8969766,-118.1475424,74.77,
GWD 27270,Girth Weld,,126941.61,48.05,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,540.57,Receiver Valve,1120.71,48.12,48.05,40.01,48.12,48.05,27270,48.26,46.84,33.8970455,-118.1476768,74.71,
GWD 27280,Girth Weld,,126989.67,48.26,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,588.62,Receiver Valve,1072.66,48.05,48.26,48.12,48.05,48.26,27280,46.84,48.11,33.8971140,-118.1478113,74.46,
GWD 27290,Girth Weld,,127037.93,46.84,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,636.88,Receiver Valve,1024.40,48.26,46.84,48.05,48.26,46.84,27290,48.11,48.02,33.8971831,-118.1479462,74.22,
GWD 27300,Girth Weld,,127084.76,48.11,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,683.72,Receiver Valve,977.56,46.84,48.11,48.26,46.84,48.11,27300,48.02,48.16,33.8972497,-118.1480774,73.93,
GWD 27310,Girth Weld,,127132.87,48.02,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,731.83,Receiver Valve,929.45,48.11,48.02,46.84,48.11,48.02,27310,48.16,48.04,33.8973182,-118.1482121,73.75,
GWD 27320,Girth Weld,,127180.89,48.16,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,779.84,Receiver Valve,881.43,48.02,48.16,48.11,48.02,48.16,27320,48.04,48.06,33.8973867,-118.1483464,73.50,
GWD 27330,Girth Weld,,127229.06,48.04,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,828.01,Receiver Valve,833.27,48.16,48.04,48.02,48.16,48.04,27330,48.06,48.10,33.8974552,-118.1484814,73.20,
GWD 27340,Girth Weld,,127277.10,48.06,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,876.05,Receiver Valve,785.23,48.04,48.06,48.16,48.04,48.06,27340,48.10,45.28,33.8975239,-118.1486157,72.95,
GWD 27350,Girth Weld,,127325.16,48.10,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,924.11,Receiver Valve,737.17,48.06,48.10,48.04,48.06,48.10,27350,45.28,48.22,33.8975932,-118.1487496,72.73,
GWD 27360,Girth Weld,,127373.26,45.28,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,972.21,Receiver Valve,689.07,48.10,45.28,48.06,48.10,45.28,27360,48.22,47.99,33.8976624,-118.1488837,72.86,
GWD 27370,Girth Weld,,127418.53,48.22,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,1017.48,Receiver Valve,643.79,45.28,48.22,48.10,45.28,48.22,27370,47.99,48.01,33.8977274,-118.1490101,72.62,
GWD 27380,Girth Weld,,127466.75,47.99,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,1065.70,Receiver Valve,595.57,48.22,47.99,45.28,48.22,47.99,27380,48.01,48.18,33.8977965,-118.1491448,72.42,
GWD 27390,Girth Weld,,127514.74,48.01,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,1113.69,Receiver Valve,547.59,47.99,48.01,48.22,47.99,48.01,27390,48.18,48.09,33.8978654,-118.1492787,72.08,
GWD 27400,Girth Weld,,127562.74,48.18,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,1161.69,Receiver Valve,499.58,48.01,48.18,47.99,48.01,48.18,27400,48.09,48.08,33.8979346,-118.1494125,71.91,
GWD 27410,Girth Weld,,127610.92,48.09,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,1209.87,Receiver Valve,451.40,48.18,48.09,48.01,48.18,48.09,27410,48.08,47.88,33.8980041,-118.1495468,71.57,
GWD 27420,Girth Weld,,127659.02,48.08,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,1257.97,Receiver Valve,403.31,48.09,48.08,48.18,48.09,48.08,27420,47.88,47.95,33.8980731,-118.1496811,71.62,
GWD 27430,Girth Weld,,127707.10,47.88,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,1306.05,Receiver Valve,355.23,48.08,47.88,48.09,48.08,47.88,27430,47.95,48.17,33.8981419,-118.1498154,71.24,
GWD 27440,Girth Weld,,127754.98,47.95,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,1353.93,Receiver Valve,307.35,47.88,47.95,48.08,47.88,47.95,27440,48.17,48.04,33.8982106,-118.1499491,71.31,
GWD 27450,Girth Weld,,127802.93,48.17,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,1401.88,Receiver Valve,259.40,47.95,48.17,47.88,47.95,48.17,27450,48.04,48.12,33.8982795,-118.1500829,71.18,
GWD 27460,Girth Weld,,127851.10,48.04,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,1450.05,Receiver Valve,211.23,48.17,48.04,47.95,48.17,48.04,27460,48.12,47.98,33.8983485,-118.1502175,70.73,
GWD 27470,Girth Weld,,127899.13,5.51,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,1498.09,Receiver Valve,163.19,48.04,48.12,48.17,48.04,48.12,27470,47.98,48.04,33.8984164,-118.1503523,70.25,
TAP 24,TAP,,127904.65,42.61,0.203,35000,ERW,8.625,680,,,,,12:03,,,,,,AGM 44,1503.60,Receiver Valve,157.68,5.51,42.61,48.17,48.04,48.12,27470,47.98,48.04,33.8984241,-118.1503679,70.11,
GWD 27480,Girth Weld,,127947.26,47.98,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,1546.21,Receiver Valve,115.07,48.12,47.98,48.04,48.12,47.98,27480,48.04,8.53,33.8984835,-118.1504881,69.79,
GWD 27490,Girth Weld,,127995.23,48.04,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,1594.18,Receiver Valve,67.09,47.98,48.04,48.12,47.98,48.04,27490,8.53,1.59,33.8985492,-118.1506243,69.79,
GWD 27500,Girth Weld,,128043.27,8.53,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,1642.23,Receiver Valve,19.05,48.04,8.53,47.98,48.04,8.53,27500,1.59,6.30,33.8986139,-118.1507614,69.92,
GWD 27510,Girth Weld,,128051.80,0.77,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 44,1650.76,Receiver Valve,10.52,8.53,1.59,48.04,8.53,1.59,27510,6.30,1.58,33.8986254,-118.1507857,69.71,
