ILI Tool,Pipe Joint Number,Approx. Milepost (miles),Approx. Map Station (ft),Odometer (ft),Feature Number,Feature Description,Distance to Nearest Weld (ft),Distance to Upstream Weld (ft),Distance to Downstream Weld (ft),Distance to Nearest AGM (ft),Distance to Upstream AGM (ft),Distance to Downstream AGM (ft),WT (in),Max Depth (%),Max Depth + Tolerance (%),Length (in),Width (in),Oreintation (Degrees),Pipe Length (ft),Long Seam Orient. (Degrees),0.85DL Safe MAOP Rating (psig),0.85DL Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Safe MAOP Rating (psig),Eff. Area B31G of API579 Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Burst Press. Rating (psig),Eff. Area B31G of API579 Burst Press. Rating + Tolerance (psig),Latitude NAD83,Longitude NAD83,Elevation Above Mean Sea Level NAVD88 (ft),Comments
MFLCal,1396,7.91,417+59,41607.73,4584,ML Int Cluster Manufacturing Related,D14.47,32.17,14.47,D314.96,1493.87,314.96,0.307,14,29,1.37,1.91,4,46.64,,1614,1573,1619,1582,2249,2197,33.8473142,-118.3085980,46.40,
MFLCal,1397,7.91,417+74,41622.20,4585,Weld,D39.96,46.64,39.96,D300.48,1508.36,300.48,0.307,,,,,,39.96,,,,,,,,33.8473144,-118.3086456,46.50,
MFLCal,1398,7.92,418+14,41662.16,4586,Weld,D36.85,39.96,36.85,D260.52,1548.32,260.52,0.307,,,,,,36.85,,,,,,,,33.8473148,-118.3087771,45.87,
MFLCal,1399,7.93,418+51,41699.01,4587,Weld,U36.85,36.85,38.71,D223.67,1585.16,223.67,0.307,,,,,,38.71,,,,,,,,33.8473151,-118.3088984,46.01,
MFLCal,1400,7.93,418+89,41737.72,4588,Weld,U38.71,38.71,41.54,D184.96,1623.88,184.96,0.307,,,,,,41.54,,,,,,,,33.8473160,-118.3090257,46.09,
MFLCal,1400,7.94,419+26,41774.98,4589,Dent,D4.28,37.26,4.28,D147.7,1661.14,147.70,0.307,1.30,,3.91,3.54,171,41.54,,,,,,,,33.8473171,-118.3091483,45.51,
MFLCal,1401,7.94,419+31,41779.26,4590,Weld,U41.54,41.54,41.76,D143.42,1665.42,143.42,0.307,,,,,,41.76,,,,,,,,33.8473172,-118.3091623,45.64,
MFLCal,1401,7.94,419+31,41779.42,4591,Casing Begin,U0.16,0.16,41.61,D143.26,1665.58,143.26,0.307,,,,,,41.76,,,,,,,,33.8473172,-118.3091629,45.64,Western Ave
MFLCal,1402,7.95,419+72,41821.02,4592,Weld,D36.9,41.76,36.90,D101.65,1707.18,101.65,0.307,,,,,,36.90,,,,,,,,33.8473181,-118.3092998,46.37,
MFLCal,1402,7.95,419+85,41833.82,4593,ML Int Manufacturing Related,U12.8,12.80,24.10,D88.86,1719.98,88.86,0.307,13,33,0.27,0.44,100,36.90,,1644,1640,1643,1639,2282,2277,33.8473182,-118.3093419,46.54,
MFLCal,1402,7.95,419+87,41835.14,4594,ML Int Manufacturing Related,U14.12,14.12,22.78,D87.56,1721.28,87.56,0.307,12,27,0.43,0.44,114,36.90,,1642,1637,1641,1635,2279,2270,33.8473182,-118.3093462,46.56,
MFLCal,1402,7.95,419+97,41846.03,4595,ML Int Manufacturing Related,D11.9,25.00,11.90,D76.66,1732.17,76.66,0.307,12,32,0.35,0.78,76,36.90,,1643,1638,1642,1636,2281,2272,33.8473182,-118.3093820,46.64,
MFLCal,1403,7.96,420+09,41857.92,4596,Weld,U36.9,36.90,40.60,D64.76,1744.08,64.76,0.307,,,,,,40.60,,,,,,,,33.8473181,-118.3094212,46.67,
MFLCal,1403,7.96,420+34,41883.09,4597,Casing End,D15.44,25.17,15.44,D39.59,1769.25,39.59,0.307,,,,,,40.60,,,,,,,,33.8473174,-118.3095040,46.58,
MFLCal,1403,7.96,420+47,41895.34,4598,ML Int Manufacturing Related,D3.18,37.42,3.18,D27.35,1781.49,27.35,0.307,11,31,0.27,0.46,262,40.60,,1644,1641,1644,1640,2283,2277,33.8473168,-118.3095443,46.55,
MFLCal,1403,7.96,420+47,41895.96,4599,ML Int Manufacturing Related,D2.56,38.04,2.56,D26.72,1782.11,26.72,0.307,11,31,0.16,0.4,228,40.60,,1645,1644,1644,1643,2284,2282,33.8473167,-118.3095463,46.55,
MFLCal,1404,7.96,420+50,41898.53,4600,Weld,D3.32,40.60,3.32,D24.15,1784.68,24.15,0.344,,,,,,3.32,,,,,,,,33.8473167,-118.3095548,46.60,
MFLCal,1404,7.96,420+51,41899.24,4601,Dent,U0.72,0.72,2.61,D23.43,1785.40,23.43,0.344,1.10,,4.14,2.43,207,3.32,,,,,,,,33.8473167,-118.3095571,46.61,
MFLCal,1405,7.96,420+53,41901.85,4602,Weld,U3.32,3.32,27.64,D20.83,1788.01,20.83,0.307,,,,,,27.64,,,,,,,,33.8473168,-118.3095657,46.82,
MFLCal,1405,7.97,420+60,41908.98,4603,ML Ext Manufacturing Related,U7.13,7.13,20.50,D13.7,1795.13,13.70,0.307,18,38,0.2,0.4,146,27.64,,1644,1642,1644,1641,2283,2280,33.8473173,-118.3095891,47.40,
MFLCal,1405,7.97,420+68,41916.39,4604,ML Ext Manufacturing Related,D13.1,14.54,13.10,D6.3,1802.53,6.30,0.307,21,41,0.2,0.73,120,27.64,,1644,1642,1643,1641,2282,2279,33.8473178,-118.3096133,48.06,
MFLCal,1405,7.97,420+74,41922.68,4605,AGM # 0310,D6.81,20.83,6.81,U0,0.00,2615.43,0.307,,,,,,27.64,,,,,,,,33.8473183,-118.3096340,48.63,
MFLCal,1405,7.97,420+77,41925.85,4606,ML Ext Manufacturing Related,D3.64,24.00,3.64,U3.16,3.16,2612.27,0.307,16,36,0.23,0.75,90,27.64,,1644,1641,1643,1640,2282,2278,33.8473186,-118.3096443,48.89,
MFLCal,1405,7.97,420+80,41928.31,4607,ML Ext Manufacturing Related,D1.18,26.46,1.18,U5.61,5.61,2609.82,0.307,14,29,0.63,1.02,277,27.64,,1637,1626,1636,1622,2272,2252,33.8473187,-118.3096524,49.10,
MFLCal,1406,7.97,420+81,41929.49,4608,Weld,U27.64,27.64,31.02,U6.81,6.81,2608.62,0.307,,,,,,31.02,,,,,,,,33.8473188,-118.3096563,49.20,
MFLCal,1406,7.98,421+10,41958.12,4609,ML Ext ,D2.38,28.64,2.38,U35.42,35.42,2580.01,0.307,16,31,0.7,1.34,63,31.02,,1634,1619,1631,1613,2266,2240,33.8473206,-118.3097502,51.22,
MFLCal,1407,7.98,421+12,41960.50,4610,Weld,D28.72,31.02,28.72,U37.83,37.83,2577.60,0.307,,,,,,28.72,,,,,,,,33.8473207,-118.3097581,51.36,
MFLCal,1407,7.98,421+30,41978.22,4611,ML Ext Manufacturing Related,D11,17.71,11.00,U55.52,55.52,2559.91,0.307,14,34,0.31,1.13,31,28.72,,1643,1639,1643,1637,2281,2274,33.8473215,-118.3098162,52.35,
MFLCal,1408,7.98,421+41,41989.22,4612,Weld,U28.72,28.72,41.37,U66.54,66.54,2548.89,0.307,,,,,,41.37,,,,,,,,33.8473218,-118.3098525,52.89,
MFLCal,1409,7.99,421+83,42030.59,4613,Weld,U41.37,41.37,43.13,U107.91,107.91,2507.52,0.307,,,,,,43.13,,,,,,,,33.8473222,-118.3099885,54.15,
MFLCal,1410,8.00,422+27,42073.72,4614,Weld,D41.17,43.13,41.17,U151.04,151.04,2464.39,0.307,,,,,,41.17,,,,,,,,33.8473220,-118.3101304,55.09,
MFLCal,1411,8.01,422+69,42114.89,4615,Weld,D41.06,41.17,41.06,U192.21,192.21,2423.22,0.307,,,,,,41.06,,,,,,,,33.8473207,-118.3102658,56.19,
MFLCal,1412,8.01,423+10,42155.95,4616,Weld,U41.06,41.06,41.22,U233.27,233.27,2382.16,0.307,,,,,,41.22,,,,,,,,33.8473197,-118.3104009,56.88,
MFLCal,1413,8.02,423+52,42197.17,4617,Weld,U41.22,41.22,41.51,U274.5,274.50,2340.93,0.307,,,,,,41.51,,,,,,,,33.8473194,-118.3105366,57.27,
MFLCal,1414,8.03,423+94,42238.69,4618,Weld,D39.4,41.51,39.40,U316.01,316.01,2299.42,0.307,,,,,,39.40,,,,,,,,33.8473186,-118.3106731,57.77,
MFLCal,1415,8.04,424+34,42278.08,4619,Weld,U39.4,39.40,40.55,U355.41,355.41,2260.02,0.307,,,,,,40.55,,,,,,,,33.8473177,-118.3108028,58.18,
MFLCal,1416,8.04,424+75,42318.63,4620,Weld,D40.45,40.55,40.45,U395.96,395.96,2219.47,0.307,,,,,,40.45,,,,,,,,33.8473169,-118.3109362,58.16,
MFLCal,1417,8.05,425+16,42359.08,4621,Weld,U40.45,40.45,42.39,U436.4,436.40,2179.03,0.307,,,,,,42.39,,,,,,,,33.8473162,-118.3110693,58.26,
MFLCal,1418,8.06,425+59,42401.47,4622,Weld,D41.94,42.39,41.94,U478.79,478.79,2136.64,0.307,,,,,,41.94,,,,,,,,33.8473153,-118.3112088,58.37,
MFLCal,1419,8.07,426+01,42443.41,4623,Weld,D39.9,41.94,39.90,U520.73,520.73,2094.70,0.307,,,,,,39.90,,,,,,,,33.8473146,-118.3113468,58.10,
MFLCal,1419,8.07,426+11,42453.42,4624,ML Ext Manufacturing Related,U10.01,10.01,29.89,U530.73,530.73,2084.70,0.307,25,45,0.35,0.4,29,39.90,,1640,1633,1639,1630,2276,2263,33.8473144,-118.3113797,58.07,
MFLCal,1419,8.07,426+14,42455.58,4625,ML Ext Manufacturing Related,U12.17,12.17,27.74,U532.89,532.89,2082.54,0.307,18,38,0.27,0.4,199,39.90,,1643,1639,1642,1638,2281,2275,33.8473144,-118.3113868,58.06,
MFLCal,1419,8.07,426+14,42456.10,4626,ML Ext Manufacturing Related,U12.69,12.69,27.22,U533.4,533.40,2082.03,0.307,13,33,0.27,0.4,62,39.90,,1644,1640,1643,1639,2282,2277,33.8473144,-118.3113885,58.06,
MFLCal,1419,8.07,426+15,42456.97,4627,ML Ext Manufacturing Related,U13.56,13.56,26.35,U534.28,534.28,2081.15,0.307,17,37,0.39,0.51,182,39.90,,1641,1634,1640,1631,2278,2266,33.8473144,-118.3113914,58.05,
MFLCal,1420,8.08,426+42,42483.31,4628,Weld,U39.9,39.90,40.76,U560.63,560.63,2054.80,0.307,,,,,,40.76,,,,,,,,33.8473139,-118.3114781,57.97,
MFLCal,1420,8.08,426+44,42485.95,4629,Dent,U2.64,2.64,38.12,U563.28,563.28,2052.15,0.307,1.00,,5.12,2.54,268,40.76,,,,,,,,33.8473138,-118.3114868,57.96,
MFLCal,1420,8.08,426+69,42510.66,4630,ML Ext Manufacturing Related,D13.41,27.35,13.41,U587.97,587.97,2027.46,0.307,13,28,0.43,0.91,196,40.76,,1641,1636,1641,1634,2279,2270,33.8473136,-118.3115680,57.85,
MFLCal,1421,8.08,426+83,42524.07,4631,Weld,U40.76,40.76,41.36,U601.39,601.39,2014.04,0.307,,,,,,41.36,,,,,,,,33.8473134,-118.3116122,57.74,
MFLCal,1422,8.09,427+25,42565.43,4632,Weld,U41.36,41.36,41.90,U642.76,642.76,1972.67,0.307,,,,,,41.90,,,,,,,,33.8473130,-118.3117483,57.33,
MFLCal,1422,8.10,427+62,42602.11,4633,Manufacturing Indication,D5.23,36.67,5.23,U679.43,679.43,1936.00,0.307,,,5.55,0.63,41,41.90,,,,,,,,33.8473126,-118.3118689,56.94,
MFLCal,1423,8.10,427+67,42607.34,4634,Weld,D41.48,41.90,41.48,U684.66,684.66,1930.77,0.307,,,,,,41.48,,,,,,,,33.8473126,-118.3118862,56.87,
MFLCal,1424,8.11,428+09,42648.82,4635,Weld,D40.78,41.48,40.78,U726.15,726.15,1889.29,0.307,,,,,,40.78,,,,,,,,33.8473122,-118.3120226,56.14,
MFLCal,1425,8.12,428+50,42689.60,4636,Weld,U40.78,40.78,41.83,U766.93,766.93,1848.50,0.307,,,,,,41.83,,,,,,,,33.8473119,-118.3121568,55.15,
MFLCal,1426,8.12,428+93,42731.43,4637,Weld,D41.27,41.83,41.27,U808.76,808.76,1806.68,0.307,,,,,,41.27,,,,,,,,33.8473119,-118.3122944,54.31,
MFLCal,1427,8.13,429+35,42772.70,4638,Weld,D40.49,41.27,40.49,U850.02,850.02,1765.41,0.307,,,,,,40.49,,,,,,,,33.8473115,-118.3124302,54.27,
MFLCal,1428,8.14,429+76,42813.19,4639,Weld,U40.49,40.49,41.10,U890.51,890.51,1724.92,0.307,,,,,,41.10,,,,,,,,33.8473108,-118.3125634,54.12,
MFLCal,1428,8.14,429+80,42817.73,4640,ML Int Manufacturing Related,U4.54,4.54,36.57,U895.03,895.03,1720.40,0.307,13,33,0.31,0.69,323,41.10,,1643,1639,1643,1638,2282,2274,33.8473107,-118.3125783,54.13,
MFLCal,1429,8.15,430+17,42854.29,4641,Weld,D40.41,41.10,40.41,U931.61,931.61,1683.82,0.307,,,,,,40.41,,,,,,,,33.8473100,-118.3126986,54.00,
MFLCal,1429,8.15,430+27,42863.95,4642,ML Int Manufacturing Related,U9.66,9.66,30.75,U941.27,941.27,1674.16,0.307,12,32,0.16,0.65,186,40.41,,1645,1644,1644,1643,2284,2282,33.8473098,-118.3127304,53.93,
MFLCal,1430,8.15,430+58,42894.70,4643,Weld,D37.48,40.41,37.48,U972.02,972.02,1643.41,0.307,,,,,,37.48,,,,,,,,33.8473095,-118.3128316,53.73,
MFLCal,1431,8.16,430+96,42932.18,4644,Weld,U37.48,37.48,40.98,U1009.51,1009.51,1605.92,0.307,,,,,,40.98,,,,,,,,33.8473092,-118.3129549,52.80,
MFLCal,1432,8.17,431+38,42973.16,4645,Weld,U40.98,40.98,41.62,U1050.48,1050.48,1564.95,0.307,,,,,,41.62,,,,,,,,33.8473092,-118.3130897,52.77,
MFLCal,1432,8.18,431+79,43013.92,4646,ML Int Manufacturing Related,D0.87,40.76,0.87,U1091.22,1091.22,1524.21,0.307,11,31,0.31,0.48,268,41.62,,1643,1640,1643,1638,2282,2275,33.8473091,-118.3132237,51.82,
MFLCal,1433,8.18,431+80,43014.78,4647,Weld,D41.56,41.62,41.56,U1092.11,1092.11,1523.32,0.307,,,,,,41.56,,,,,,,,33.8473091,-118.3132267,51.80,
MFLCal,1434,8.19,432+22,43056.35,4648,Weld,D38.28,41.56,38.28,U1133.67,1133.67,1481.76,0.307,,,,,,38.28,,,,,,,,33.8473091,-118.3133634,50.70,
MFLCal,1435,8.19,432+61,43094.62,4649,Weld,D37.2,38.28,37.20,U1171.95,1171.95,1443.48,0.307,,,,,,37.20,,,,,,,,33.8473085,-118.3134892,49.43,
MFLCal,1436,8.20,432+98,43131.83,4650,Weld,U37.2,37.20,40.59,U1209.15,1209.15,1406.28,0.307,,,,,,40.59,,,,,,,,33.8473079,-118.3136116,48.30,
MFLCal,1437,8.21,433+39,43172.42,4651,Weld,U40.59,40.59,42.10,U1249.74,1249.74,1365.69,0.307,,,,,,42.10,,,,,,,,33.8473075,-118.3137450,46.79,
MFLCal,1438,8.22,433+82,43214.52,4652,Weld,D37.93,42.10,37.93,U1291.84,1291.84,1323.59,0.307,,,,,,37.93,,,,,,,,33.8473077,-118.3138834,45.07,
MFLCal,1439,8.22,434+20,43252.45,4653,Weld,U37.93,37.93,40.74,D1285.66,1329.77,1285.66,0.307,,,,,,40.74,,,,,,,,33.8473077,-118.3140082,43.89,
MFLCal,1440,8.23,434+62,43293.19,4654,Weld,D40.34,40.74,40.34,D1244.92,1370.51,1244.92,0.307,,,,,,40.34,,,,,,,,33.8473076,-118.3141422,43.33,
MFLCal,1441,8.24,435+02,43333.53,4655,Weld,U40.34,40.34,42.05,D1204.58,1410.85,1204.58,0.307,,,,,,42.05,,,,,,,,33.8473074,-118.3142749,44.43,
MFLCal,1442,8.25,435+45,43375.58,4656,Weld,D41.39,42.05,41.39,D1162.53,1452.90,1162.53,0.307,,,,,,41.39,,,,,,,,33.8473072,-118.3144132,45.58,
MFLCal,1443,8.26,435+87,43416.97,4657,Weld,D39.94,41.39,39.94,D1121.14,1494.29,1121.14,0.307,,,,,,39.94,,,,,,,,33.8473071,-118.3145494,46.72,
MFLCal,1444,8.26,436+27,43456.91,4658,Weld,U39.94,39.94,42.24,D1081.19,1534.24,1081.19,0.307,,,,,,42.24,,,,,,,,33.8473070,-118.3146807,48.09,
MFLCal,1445,8.27,436+70,43499.15,4659,Weld,D38,42.24,38.00,D1038.96,1576.47,1038.96,0.307,,,,,,38.00,,,,,,,,33.8473066,-118.3148196,49.66,
MFLCal,1445,8.27,436+77,43506.16,4660,Dent,U7.01,7.01,30.99,D1031.95,1583.48,1031.95,0.307,1.10,,3.40,2.98,331,38.00,,,,,,,,33.8473067,-118.3148426,50.08,
MFLCal,1445,8.28,437+06,43534.17,4661,ML Int Manufacturing Related,D2.98,35.03,2.98,D1003.96,1611.47,1003.96,0.307,13,33,0.39,0.4,78,38.00,,1642,1636,1641,1634,2280,2269,33.8473071,-118.3149347,50.92,
MFLCal,1445,8.28,437+07,43535.50,4662,ML Int Manufacturing Related,D1.65,36.35,1.65,D1002.63,1612.80,1002.63,0.307,13,33,0.27,0.51,286,38.00,,1644,1640,1643,1639,2282,2277,33.8473072,-118.3149391,50.94,
MFLCal,1445,8.28,437+07,43536.09,4663,ML Int Manufacturing Related,D1.07,36.94,1.07,D1002.04,1613.39,1002.04,0.307,11,31,0.31,0.51,88,38.00,,1643,1640,1643,1638,2282,2275,33.8473072,-118.3149410,50.95,
MFLCal,1446,8.28,437+09,43537.15,4664,Weld,D36.71,38.00,36.71,D1000.96,1614.47,1000.96,0.307,,,,,,36.71,,,,,,,,33.8473072,-118.3149446,50.96,
MFLCal,1447,8.29,437+46,43573.86,4665,Weld,U36.71,36.71,41.76,D964.25,1651.18,964.25,0.307,,,,,,41.76,,,,,,,,33.8473076,-118.3150653,51.30,
MFLCal,1448,8.29,437+88,43615.62,4666,Weld,U41.76,41.76,42.48,D922.49,1692.94,922.49,0.307,,,,,,42.48,,,,,,,,33.8473081,-118.3152027,50.76,
MFLCal,1449,8.30,438+31,43658.10,4667,Weld,D8.01,42.48,8.01,D880.01,1735.42,880.01,0.307,,,,,,8.01,,,,,,,,33.8473089,-118.3153425,50.21,
MFLCal,1450,8.30,438+39,43666.11,4668,Weld,U8.01,8.01,41.43,D871.99,1743.44,871.99,0.307,,,,,,41.43,,,,,,,,33.8473089,-118.3153689,50.20,
MFLCal,1451,8.31,438+81,43707.54,4669,Weld,D41.37,41.43,41.37,D830.56,1784.87,830.56,0.307,,,,,,41.37,,,,,,,,33.8473081,-118.3155052,49.31,
MFLCal,1452,8.32,439+23,43748.91,4670,Weld,D32.66,41.37,32.66,D789.19,1826.24,789.19,0.307,,,,,,32.66,,,,,,,,33.8473075,-118.3156412,48.08,
MFLCal,1453,8.33,439+56,43781.57,4671,Weld,U32.66,32.66,33.09,D756.53,1858.90,756.53,0.307,,,,,,33.09,,,,,,,,33.8473073,-118.3157486,46.90,
MFLCal,1454,8.33,439+90,43814.67,4672,Weld,U33.09,33.09,34.94,D723.44,1891.99,723.44,0.307,,,,,,34.94,,,,,,,,33.8473079,-118.3158572,44.50,
MFLCal,1454,8.34,440+17,43842.16,4673,ML Int Cluster Manufacturing Related,D7.45,27.49,7.45,D695.96,1919.47,695.96,0.307,14,34,1.6,1.58,174,34.94,,1606,1533,1623,1583,2254,2199,33.8473082,-118.3159473,42.34,
MFLCal,1455,8.34,440+25,43849.60,4674,Weld,D21.36,34.94,21.36,D688.5,1926.93,688.50,0.307,,,,,,21.36,,,,,,,,33.8473083,-118.3159718,42.01,
MFLCal,1455,8.34,440+44,43869.16,4675,ML Ext Cluster ,D1.8,19.56,1.80,D669.41,1946.02,669.41,0.307,21,36,6.06,2.8,162,21.36,,1445,1285,1547,1442,2149,2002,33.8473085,-118.3160346,41.59,
MFLCal,1455,8.34,440+45,43869.59,4676,ML Ext Cluster ,D1.37,19.99,1.37,D668.81,1946.62,668.81,0.307,19,34,3.91,1.85,162,21.36,,1503,1372,1548,1447,2150,2010,33.8473085,-118.3160366,41.58,
MFLCal,1456,8.34,440+47,43870.96,4677,Weld,U21.36,21.36,34.85,D667.15,1948.28,667.15,0.307,,,,,,34.85,,,,,,,,33.8473085,-118.3160421,41.57,
MFLCal,1457,8.35,440+82,43905.82,4678,Weld,D8.33,34.85,8.33,D632.29,1983.14,632.29,0.365,,,,,,8.33,,,,,,,,33.8473096,-118.3161567,41.38,
MFLCal,1457,8.35,440+87,43911.10,4679,Bend,D3.05,5.28,3.05,D627.01,1988.42,627.01,0.365,,,,,358,8.33,,,,,,,,33.8473097,-118.3161736,42.19,45° 10D Sag Hot Induction Bend
MFLCal,1458,8.35,440+90,43914.15,4680,Weld,D4.69,8.33,4.69,D623.96,1991.47,623.96,0.307,,,,,,4.69,,,,,,,,33.8473096,-118.3161818,43.95,
MFLCal,1459,8.35,440+95,43918.83,4681,Weld,U4.69,4.69,6.38,D619.28,1996.15,619.28,0.365,,,,,,6.38,,,,,,,,33.8473095,-118.3161928,47.23,
MFLCal,1459,8.35,440+98,43921.88,4682,Bend,U3.05,3.05,3.32,D616.22,1999.21,616.22,0.365,,,,,176,6.38,,,,,,,,33.8473094,-118.3162013,48.84,40° 10D Over Hot Induction Bend
MFLCal,1460,8.35,441+01,43925.21,4683,Weld,U6.38,6.38,52.11,D612.9,2002.53,612.90,0.307,,,,,,52.11,,,,,,,,33.8473094,-118.3162120,49.37,
MFLCal,1460,8.35,441+03,43927.09,4684,Casing Begin,U1.89,1.89,50.23,D611.02,2004.41,611.02,0.307,,,,,,52.11,,,,,,,,33.8473094,-118.3162182,49.43,Torrance Lateral Drain Channel
MFLCal,1460,8.36,441+52,43975.23,4685,Casing End,D2.08,50.03,2.08,D562.87,2052.56,562.87,0.307,,,,,,52.11,,,,,,,,33.8473104,-118.3163766,49.88,
MFLCal,1461,8.36,441+54,43977.32,4686,Weld,D6.62,52.11,6.62,D560.79,2054.64,560.79,0.365,,,,,,6.62,,,,,,,,33.8473104,-118.3163834,49.81,
MFLCal,1461,8.36,441+57,43980.55,4687,Bend,U3.23,3.23,3.39,D557.56,2057.87,557.56,0.365,,,,,176,6.62,,,,,,,,33.8473104,-118.3163937,49.08,45° 9D Over Hot Induction Bend
MFLCal,1462,8.36,441+61,43983.94,4688,Weld,D4.69,6.62,4.69,D554.17,2061.26,554.17,0.307,,,,,,4.69,,,,,,,,33.8473104,-118.3164025,47.05,
MFLCal,1462,8.36,441+62,43985.37,4689,ML Int ,U1.43,1.43,3.27,D552.76,2062.67,552.76,0.307,10,25,0.39,0.67,174,4.69,,1643,1639,1642,1637,2281,2274,33.8473104,-118.3164057,46.04,
MFLCal,1463,8.36,441+66,43988.63,4690,Weld,U4.69,4.69,8.13,D549.47,2065.96,549.47,0.365,,,,,,8.13,,,,,,,,33.8473104,-118.3164132,43.67,
MFLCal,1463,8.37,441+69,43992.01,4691,Bend,U3.38,3.38,4.75,D546.09,2069.34,546.09,0.365,,,,,2,8.13,,,,,,,,33.8473106,-118.3164225,41.86,40° 10D Sag Hot Induction Bend
MFLCal,1464,8.37,441+74,43996.76,4692,Weld,U8.13,8.13,35.26,D541.35,2074.08,541.35,0.307,,,,,,35.26,,,,,,,,33.8473107,-118.3164379,41.28,
MFLCal,1464,8.37,442+00,44022.87,4693,ML Ext ,D9.15,26.11,9.15,D515.27,2100.16,515.27,0.307,13,23,0.63,0.67,284,35.26,,1638,1631,1636,1628,2273,2261,33.8473111,-118.3165236,40.45,
MFLCal,1464,8.37,442+03,44025.35,4694,ML Ext ,D6.67,28.59,6.67,D512.77,2102.66,512.77,0.307,11,26,0.31,0.71,306,35.26,,1643,1641,1643,1640,2282,2277,33.8473111,-118.3165318,40.38,
MFLCal,1464,8.37,442+04,44026.11,4695,ML Ext Cluster ,D5.91,29.35,5.91,D512.02,2103.41,512.02,0.307,13,23,1.88,1.68,310,35.26,,1600,1560,1620,1597,2250,2217,33.8473111,-118.3165343,40.36,
MFLCal,1464,8.37,442+04,44026.66,4696,ML Ext ,D5.36,29.90,5.36,D511.48,2103.95,511.48,0.307,11,21,0.55,0.72,300,35.26,,1640,1635,1639,1633,2277,2268,33.8473111,-118.3165361,40.35,
MFLCal,1464,8.37,442+05,44027.28,4697,ML Ext ,D4.74,30.52,4.74,D510.84,2104.59,510.84,0.307,12,27,0.31,0.65,314,35.26,,1643,1640,1643,1639,2282,2277,33.8473111,-118.3165382,40.33,
MFLCal,1464,8.37,442+05,44027.55,4698,ML Ext ,D4.47,30.79,4.47,D510.56,2104.87,510.56,0.307,12,27,0.31,1.06,308,35.26,,1643,1640,1643,1639,2282,2277,33.8473111,-118.3165391,40.32,
MFLCal,1465,8.37,442+10,44032.02,4699,Weld,D27.57,35.26,27.57,D506.08,2109.35,506.08,0.307,,,,,,27.57,,,,,,,,33.8473112,-118.3165538,40.20,
MFLCal,1465,8.38,442+36,44058.08,4700,ML Int Manufacturing Related,D1.51,26.06,1.51,D480.05,2135.38,480.05,0.307,12,27,0.47,0.43,162,27.57,,1641,1635,1640,1633,2278,2268,33.8473114,-118.3166395,39.79,
MFLCal,1465,8.38,442+37,44058.65,4701,ML Int Manufacturing Related,D0.94,26.63,0.94,D479.48,2135.95,479.48,0.307,14,34,0.35,0.53,186,27.57,,1642,1637,1642,1635,2280,2271,33.8473114,-118.3166414,39.80,
MFLCal,1465,8.38,442+37,44058.80,4702,ML Int Manufacturing Related,D0.8,26.78,0.80,D479.32,2136.11,479.32,0.307,10,30,0.31,0.4,169,27.57,,1644,1640,1643,1639,2282,2276,33.8473114,-118.3166419,39.80,
MFLCal,1466,8.38,442+38,44059.59,4703,Weld,U27.57,27.57,41.17,D478.51,2136.92,478.51,0.307,,,,,,41.17,,,,,,,,33.8473114,-118.3166445,39.81,
MFLCal,1467,8.39,442+79,44100.76,4704,Weld,D40.83,41.17,40.83,D437.35,2178.08,437.35,0.307,,,,,,40.83,,,,,,,,33.8473117,-118.3167800,40.83,
MFLCal,1468,8.39,443+21,44141.59,4705,Weld,U40.83,40.83,40.99,D396.52,2218.91,396.52,0.307,,,,,,40.99,,,,,,,,33.8473123,-118.3169143,41.62,
MFLCal,1468,8.40,443+59,44179.61,4706,ML Int Manufacturing Related,D2.97,38.02,2.97,D358.52,2256.91,358.52,0.307,10,30,0.31,0.66,34,40.99,,1644,1640,1643,1639,2282,2276,33.8473132,-118.3170392,42.83,
MFLCal,1469,8.40,443+62,44182.57,4707,Weld,D40.38,40.99,40.38,D355.53,2259.90,355.53,0.307,,,,,,40.38,,,,,,,,33.8473133,-118.3170491,42.96,
MFLCal,1470,8.41,444+03,44222.95,4708,Weld,D38.07,40.38,38.07,D315.16,2300.27,315.16,0.307,,,,,,38.07,,,,,,,,33.8473137,-118.3171817,45.14,
MFLCal,1470,8.42,444+40,44259.78,4709,ML Ext ,D1.24,36.83,1.24,D278.34,2337.09,278.34,0.307,14,29,0.43,0.75,68,38.07,,1641,1636,1640,1634,2278,2269,33.8473130,-118.3173028,46.85,
MFLCal,1470,8.42,444+41,44260.27,4710,ML Ext ,D0.75,37.32,0.75,D277.85,2337.58,277.85,0.307,14,34,0.35,0.69,226,38.07,,1642,1637,1642,1635,2280,2271,33.8473130,-118.3173044,46.87,
MFLCal,1471,8.42,444+41,44261.02,4711,Weld,U38.07,38.07,39.21,D277.09,2338.34,277.09,0.307,,,,,,39.21,,,,,,,,33.8473130,-118.3173069,46.90,
MFLCal,1472,8.42,444+81,44300.23,4712,Weld,D39.09,39.21,39.09,D237.88,2377.55,237.88,0.307,,,,,,39.09,,,,,,,,33.8473117,-118.3174358,48.54,
MFLCal,1473,8.43,445+21,44339.32,4713,Weld,U39.09,39.09,41.40,D198.79,2416.64,198.79,0.307,,,,,,41.40,,,,,,,,33.8473115,-118.3175643,49.65,
