J. no.,J. len [ft],t [in],to u/s w. [ft],to d/s w. [ft],o'clock,Log Distance,Severity Rule,event,depth [%],OD Reduction,length [in],width [in],internal,ERF - 0.85dl,RPR - 0.85dl,SMYS [psi],Comment,Latitude ,Longitude 
2460,44.27,0.219,,,,9908.25,,Girth Weld,,,,,,,,52000,,47.73031646,-103.30948365
2470,44.08,0.219,,,,9952.52,,Girth Weld,,,,,,,,52000,,47.73044007,-103.30947478
2480,44.16,0.219,,,,9996.60,,Girth Weld,,,,,,,,52000,,47.73056331,-103.30946573
2490,44.24,0.219,,,,10040.77,,Girth Weld,,,,,,,,52000,,47.73068688,-103.30945677
2500,44.11,0.219,,,,10085.00,,Girth Weld,,,,,,,,52000,,47.73081072,-103.30944836
2510,44.11,0.219,,,,10129.11,,Girth Weld,,,,,,,,52000,,47.73093427,-103.30944069
2520,44.31,0.219,,,,10173.22,,Girth Weld,,,,,,,,52000,,47.73105782,-103.30943224
2530,42.71,0.219,,,,10217.54,,Girth Weld,,,,,,,,52000,,47.73118179,-103.30942290
2540,43.93,0.219,,,,10260.25,,Girth Weld,,,,,,,,52000,,47.73130087,-103.30941346
2550,44.02,0.219,,,,10304.18,,Girth Weld,,,,,,,,52000,,47.73142362,-103.30940284
2560,43.93,0.219,,,,10348.21,,Girth Weld,,,,,,,,52000,,47.73154687,-103.30939279
2570,44.04,0.219,,,,10392.14,,Girth Weld,,,,,,,,52000,,47.73166975,-103.30937970
2580,35.45,0.322,,,,10436.18,,Girth Weld,,,,,,,,52000,,47.73179301,-103.30936961
2590,44.75,0.322,,,,10471.63,,Girth Weld,,,,,,,,52000,,47.73189186,-103.30936187
2600,44.71,0.322,,,,10516.37,,Girth Weld,,,,,,,,52000,,47.73201596,-103.30935220
2610,44.74,0.322,,,,10561.08,,Girth Weld,,,,,,,,52000,,47.73214096,-103.30935000
2620,44.75,0.322,,,,10605.82,,Girth Weld,,,,,,,,52000,,47.73226602,-103.30934485
2630,44.47,0.322,,,,10650.58,,Girth Weld,,,,,,,,52000,,47.73239119,-103.30933390
2640,7.99,0.322,,,,10695.05,,Girth Weld,,,,,,,,52000,,47.73251518,-103.30932119
2650,42.49,0.219,,,,10703.04,,Girth Weld,,,,,,,,52000,,47.73253753,-103.30931901
2660,11.15,0.219,,,,10745.53,,Girth Weld,,,,,,,,52000,,47.73265291,-103.30934966
2670,44.14,0.219,,,,10756.67,,Girth Weld,,,,,,,,52000,,47.73268124,-103.30936922
2680,44.13,0.219,,,,10800.82,,Girth Weld,,,,,,,,52000,,47.73277733,-103.30948054
2690,43.99,0.219,,,,10844.95,,Girth Weld,,,,,,,,52000,,47.73285205,-103.30962671
2700,44.14,0.219,,,,10888.94,,Girth Weld,,,,,,,,52000,,47.73292644,-103.30977256
2710,44.16,0.219,,,,10933.08,,Girth Weld,,,,,,,,52000,,47.73300192,-103.30991795
2720,43.62,0.219,,,,10977.24,,Girth Weld,,,,,,,,52000,,47.73307845,-103.31006221
2730,31.98,0.219,,,,11020.86,,Girth Weld,,,,,,,,52000,,47.73315437,-103.31020430
2740,0.93,0.322,,,,11052.84,,Girth Weld,,,,,,,,52000,,47.73320922,-103.31030936
2740,0.93,,,,09:00,11053.34,,Tap,,,,,,,,,Buffalo Wallow,47.73321007,-103.31031100
2750,11.26,0.322,,,,11053.77,,Girth Weld,,,,,,,,52000,,47.73321081,-103.31031242
2760,44.02,0.219,,,,11065.03,,Girth Weld,,,,,,,,52000,,47.73323015,-103.31034937
2760,44.02,,,,,11079.43,,AGM,,,,,,,,,AGM 30,47.73325501,-103.31039649
2770,43.83,0.219,,,,11109.05,,Girth Weld,,,,,,,,52000,,47.73329990,-103.31049725
2780,44.07,0.219,,,,11152.88,,Girth Weld,,,,,,,,52000,,47.73336718,-103.31064565
2790,44.22,0.219,,,,11196.94,,Girth Weld,,,,,,,,52000,,47.73343540,-103.31079431
2800,44.26,0.219,,,,11241.17,,Girth Weld,,,,,,,,52000,,47.73350379,-103.31094355
2810,44.25,0.219,,,,11285.43,,Girth Weld,,,,,,,,52000,,47.73357155,-103.31109354
2820,44.36,0.219,,,,11329.68,,Girth Weld,,,,,,,,52000,,47.73363840,-103.31124446
2830,44.2,0.219,,,,11374.05,,Girth Weld,,,,,,,,52000,,47.73370667,-103.31139388
2840,44.32,0.219,,,,11418.25,,Girth Weld,,,,,,,,52000,,47.73377488,-103.31154214
2850,44.17,0.219,,,,11462.57,,Girth Weld,,,,,,,,52000,,47.73384351,-103.31169158
2860,44.21,0.219,,,,11506.74,,Girth Weld,,,,,,,,52000,,47.73391178,-103.31184044
2870,43.88,0.219,,,,11550.94,,Girth Weld,,,,,,,,52000,,47.73397787,-103.31199032
2880,44.3,0.219,,,,11594.82,,Girth Weld,,,,,,,,52000,,47.73404618,-103.31213699
2890,44.17,0.219,,,,11639.12,,Girth Weld,,,,,,,,52000,,47.73412011,-103.31228049
2900,44.1,0.219,,,,11683.30,,Girth Weld,,,,,,,,52000,,47.73419545,-103.31242167
2910,44.18,0.219,,,,11727.40,,Girth Weld,,,,,,,,52000,,47.73427123,-103.31256217
2920,44.24,0.219,,,,11771.58,,Girth Weld,,,,,,,,52000,,47.73434692,-103.31270329
2930,44.11,0.219,,,,11815.83,,Girth Weld,,,,,,,,52000,,47.73442277,-103.31284441
2940,44.19,0.219,,,,11859.94,,Girth Weld,,,,,,,,52000,,47.73449802,-103.31298529
2950,44.39,0.219,,,,11904.13,,Girth Weld,,,,,,,,52000,,47.73457382,-103.31312569
2960,44.12,0.219,,,,11948.52,,Girth Weld,,,,,,,,52000,,47.73465011,-103.31326654
2970,44.23,0.219,,,,11992.64,,Girth Weld,,,,,,,,52000,,47.73472645,-103.31340585
2980,44.23,0.219,,,,12036.87,,Girth Weld,,,,,,,,52000,,47.73480363,-103.31354470
2990,44.29,0.219,,,,12081.11,,Girth Weld,,,,,,,,52000,,47.73488107,-103.31368338
3000,44.23,0.219,,,,12125.40,,Girth Weld,,,,,,,,52000,,47.73495789,-103.31382287
3010,44.28,0.219,,,,12169.63,,Girth Weld,,,,,,,,52000,,47.73503462,-103.31396260
3020,44.2,0.219,,,,12213.91,,Girth Weld,,,,,,,,52000,,47.73510930,-103.31410543
3030,4.64,0.219,,,,12258.10,,Girth Weld,,,,,,,,52000,,47.73518337,-103.31424831
3040,44.18,0.219,,,,12262.74,,Girth Weld,,,,,,,,52000,,47.73519123,-103.31426317
3050,44.32,0.219,,,,12306.92,,Girth Weld,,,,,,,,52000,,47.73526769,-103.31440300
3060,44.09,0.219,,,,12351.24,,Girth Weld,,,,,,,,52000,,47.73535505,-103.31452721
3070,44.04,0.219,,,,12395.33,,Girth Weld,,,,,,,,52000,,47.73546777,-103.31459235
3080,44.09,0.219,,,,12439.37,,Girth Weld,,,,,,,,52000,,47.73558656,-103.31462769
3090,44.23,0.219,,,,12483.46,,Girth Weld,,,,,,,,52000,,47.73570699,-103.31464440
3100,44.4,0.219,,,,12527.69,,Girth Weld,,,,,,,,52000,,47.73582862,-103.31464150
3110,43.64,0.219,,,,12572.08,,Girth Weld,,,,,,,,52000,,47.73595069,-103.31463520
3120,43.86,0.219,,,,12615.73,,Girth Weld,,,,,,,,52000,,47.73607048,-103.31462852
3130,44.25,0.219,,,,12659.59,,Girth Weld,,,,,,,,52000,,47.73619095,-103.31462310
3140,44.23,0.219,,,,12703.84,,Girth Weld,,,,,,,,52000,,47.73631249,-103.31461779
3150,44.18,0.219,,,,12748.07,,Girth Weld,,,,,,,,52000,,47.73643400,-103.31461319
3160,44.15,0.219,,,,12792.25,,Girth Weld,,,,,,,,52000,,47.73655544,-103.31460848
3170,44.1,0.219,,,,12836.40,,Girth Weld,,,,,,,,52000,,47.73667696,-103.31460519
3180,44.15,0.219,,,,12880.50,,Girth Weld,,,,,,,,52000,,47.73679837,-103.31460321
3190,44.23,0.219,,,,12924.66,,Girth Weld,,,,,,,,52000,,47.73691992,-103.31460247
3200,44.33,0.219,,,,12968.88,,Girth Weld,,,,,,,,52000,,47.73704167,-103.31460153
3210,44.22,0.219,,,,13013.21,,Girth Weld,,,,,,,,52000,,47.73716369,-103.31460172
3220,44.27,0.219,,,,13057.43,,Girth Weld,,,,,,,,52000,,47.73728541,-103.31460131
3230,44.39,0.219,,,,13101.70,,Girth Weld,,,,,,,,52000,,47.73740729,-103.31459890
3240,44.14,0.219,,,,13146.09,,Girth Weld,,,,,,,,52000,,47.73752948,-103.31459578
3250,44.16,0.219,,,,13190.23,,Girth Weld,,,,,,,,52000,,47.73765099,-103.31459394
3260,44.09,0.219,,,,13234.39,,Girth Weld,,,,,,,,52000,,47.73777234,-103.31459176
3270,44.14,0.219,,,,13278.48,,Girth Weld,,,,,,,,52000,,47.73789358,-103.31458923
3280,44.3,0.219,,,,13322.62,,Girth Weld,,,,,,,,52000,,47.73801499,-103.31458563
3290,44.14,0.219,,,,13366.92,,Girth Weld,,,,,,,,52000,,47.73813688,-103.31458271
3300,44.2,0.219,,,,13411.06,,Girth Weld,,,,,,,,52000,,47.73825835,-103.31458088
3310,44.31,0.219,,,,13455.26,,Girth Weld,,,,,,,,52000,,47.73837997,-103.31457837
3320,44.07,0.219,,,,13499.57,,Girth Weld,,,,,,,,52000,,47.73850190,-103.31457371
3330,44.15,0.219,,,,13543.64,,Girth Weld,,,,,,,,52000,,47.73862318,-103.31457028
3340,44.16,0.219,,,,13587.80,,Girth Weld,,,,,,,,52000,,47.73874472,-103.31456808
3350,33.78,0.219,,,,13631.95,,Girth Weld,,,,,,,,52000,,47.73886623,-103.31456404
3360,1.54,0.322,,,,13665.73,,Girth Weld,,,,,,,,52000,,47.73895907,-103.31455761
3360,1.54,,,,,13666.45,,Bend,,,,,,,,,2.9D -  47 deg - Left,47.73896101,-103.31455820
3370,44.01,0.322,,,,13667.26,,Girth Weld,,,,,,,,52000,,47.73896287,-103.31455999
3380,23.87,0.219,,,,13711.28,,Girth Weld,,,,,,,,52000,,47.73905113,-103.31468289
3390,1.54,0.322,,,,13735.15,,Girth Weld,,,,,,,,52000,,47.73909948,-103.31474880
3390,1.54,,,,,13735.97,,Bend,,,,,,,,,2.9D -  47 deg - Left,47.73910067,-103.31475163
3400,14.82,0.322,,,,13736.69,,Girth Weld,,,,,,,,52000,,47.73910102,-103.31475450
3410,44.3,0.219,,,,13751.51,,Girth Weld,,,,,,,,52000,,47.73910215,-103.31481498
3420,44.32,0.219,,,,13795.81,,Girth Weld,,,,,,,,52000,,47.73910754,-103.31499530
3430,44.27,0.219,,,,13840.14,,Girth Weld,,,,,,,,52000,,47.73911332,-103.31517507
3440,44.18,0.219,,,,13884.40,,Girth Weld,,,,,,,,52000,,47.73911808,-103.31535531
3450,44.16,0.219,,,,13928.58,,Girth Weld,,,,,,,,52000,,47.73912363,-103.31553540
3460,43.91,0.219,,,,13972.74,,Girth Weld,,,,,,,,52000,,47.73912847,-103.31571550
3470,44.28,0.219,,,,14016.66,,Girth Weld,,,,,,,,52000,,47.73913369,-103.31589447
3480,43.98,0.219,,,,14060.93,,Girth Weld,,,,,,,,52000,,47.73913902,-103.31607497
3490,44,0.219,,,,14104.92,,Girth Weld,,,,,,,,52000,,47.73914511,-103.31625419
3500,44.31,0.219,,,,14148.92,,Girth Weld,,,,,,,,52000,,47.73915127,-103.31643346
3510,44.19,0.219,,,,14193.23,,Girth Weld,,,,,,,,52000,,47.73915772,-103.31661391
3520,44.18,0.219,,,,14237.42,,Girth Weld,,,,,,,,52000,,47.73916422,-103.31679384
3530,44.02,0.219,,,,14281.59,,Girth Weld,,,,,,,,52000,,47.73916949,-103.31697381
3540,44.31,0.219,,,,14325.61,,Girth Weld,,,,,,,,52000,,47.73917380,-103.31715325
3550,44.28,0.219,,,,14369.93,,Girth Weld,,,,,,,,52000,,47.73917869,-103.31733379
3560,44.03,0.219,,,,14414.21,,Girth Weld,,,,,,,,52000,,47.73918446,-103.31751420
3570,44.3,0.219,,,,14458.24,,Girth Weld,,,,,,,,52000,,47.73919017,-103.31769364
3580,44.02,0.219,,,,14502.54,,Girth Weld,,,,,,,,52000,,47.73919662,-103.31787407
3590,44.19,0.219,,,,14546.57,,Girth Weld,,,,,,,,52000,,47.73920323,-103.31805335
3600,43.9,0.219,,,,14590.75,,Girth Weld,,,,,,,,52000,,47.73921012,-103.31823309
3610,44.12,0.219,,,,14634.65,,Girth Weld,,,,,,,,52000,,47.73921646,-103.31841149
3620,44,0.219,,,,14678.77,,Girth Weld,,,,,,,,52000,,47.73922231,-103.31859067
3630,43.99,0.219,,,,14722.78,,Girth Weld,,,,,,,,52000,,47.73922745,-103.31876963
3640,44.21,0.219,,,,14766.77,,Girth Weld,,,,,,,,52000,,47.73923241,-103.31894871
3650,43.9,0.219,,,,14810.97,,Girth Weld,,,,,,,,52000,,47.73923697,-103.31912890
3660,44.16,0.219,,,,14854.88,,Girth Weld,,,,,,,,52000,,47.73924113,-103.31930790
3670,43.96,0.219,,,,14899.04,,Girth Weld,,,,,,,,52000,,47.73924378,-103.31948797
3680,44.04,0.219,,,,14942.99,,Girth Weld,,,,,,,,52000,,47.73924482,-103.31966725
3690,44.01,0.219,,,,14987.04,,Girth Weld,,,,,,,,52000,,47.73924400,-103.31984674
3700,44.24,0.219,,,,15031.04,,Girth Weld,,,,,,,,52000,,47.73924355,-103.32002595
3710,44.07,0.219,,,,15075.29,,Girth Weld,,,,,,,,52000,,47.73924406,-103.32020634
3720,44.18,0.219,,,,15119.35,,Girth Weld,,,,,,,,52000,,47.73924601,-103.32038598
3730,43.71,0.219,,,,15163.53,,Girth Weld,,,,,,,,52000,,47.73924764,-103.32056601
3740,44.13,0.219,,,,15207.24,,Girth Weld,,,,,,,,52000,,47.73924807,-103.32074419
3750,44.04,0.219,,,,15251.37,,Girth Weld,,,,,,,,52000,,47.73924889,-103.32092405
3760,44.18,0.219,,,,15295.41,,Girth Weld,,,,,,,,52000,,47.73925004,-103.32110257
3770,44,0.219,,,,15339.59,,Girth Weld,,,,,,,,52000,,47.73925166,-103.32128208
3780,44.02,0.219,,,,15383.59,,Girth Weld,,,,,,,,52000,,47.73925338,-103.32146074
3790,44.53,0.219,,,,15427.61,,Girth Weld,,,,,,,,52000,,47.73925553,-103.32163945
3800,44.09,0.219,,,,15472.14,,Girth Weld,,,,,,,,52000,,47.73925830,-103.32182026
3810,44.36,0.219,,,,15516.24,,Girth Weld,,,,,,,,52000,,47.73926109,-103.32199968
3820,44.27,0.219,,,,15560.59,,Girth Weld,,,,,,,,52000,,47.73926405,-103.32218016
3830,44.24,0.219,,,,15604.87,,Girth Weld,,,,,,,,52000,,47.73926645,-103.32236039
3840,44.17,0.219,,,,15649.11,,Girth Weld,,,,,,,,52000,,47.73926850,-103.32254021
3850,44.26,0.219,,,,15693.28,,Girth Weld,,,,,,,,52000,,47.73926994,-103.32271963
3860,44.1,0.219,,,,15737.54,,Girth Weld,,,,,,,,52000,,47.73927166,-103.32289969
3870,44.15,0.219,,,,15781.65,,Girth Weld,,,,,,,,52000,,47.73927390,-103.32307929
3880,44.14,0.219,,,,15825.80,,Girth Weld,,,,,,,,52000,,47.73927709,-103.32325915
3890,44.33,0.219,,,,15869.94,,Girth Weld,,,,,,,,52000,,47.73928104,-103.32343895
3900,44.21,0.219,,,,15914.27,,Girth Weld,,,,,,,,52000,,47.73928439,-103.32361974
3910,44.34,0.219,,,,15958.48,,Girth Weld,,,,,,,,52000,,47.73928774,-103.32380004
3920,43.96,0.219,,,,16002.81,,Girth Weld,,,,,,,,52000,,47.73929121,-103.32398077
3930,44.3,0.219,,,,16046.77,,Girth Weld,,,,,,,,52000,,47.73929365,-103.32415995
3940,44.21,0.219,,,,16091.07,,Girth Weld,,,,,,,,52000,,47.73929547,-103.32434046
3950,20.72,0.219,,,,16135.28,,Girth Weld,,,,,,,,52000,,47.73929673,-103.32452053
3960,44.39,0.219,,,,16156.00,,Girth Weld,,,,,,,,52000,,47.73929741,-103.32460473
3970,44.18,0.219,,,,16200.39,,Girth Weld,,,,,,,,52000,,47.73929951,-103.32478474
3980,44.11,0.219,,,,16244.57,,Girth Weld,,,,,,,,52000,,47.73930120,-103.32496499
3990,44.07,0.219,,,,16288.68,,Girth Weld,,,,,,,,52000,,47.73930278,-103.32514491
4000,44.11,0.219,,,,16332.75,,Girth Weld,,,,,,,,52000,,47.73930502,-103.32532405
4010,44.1,0.219,,,,16376.87,,Girth Weld,,,,,,,,52000,,47.73930848,-103.32550306
4020,44.08,0.219,,,,16420.97,,Girth Weld,,,,,,,,52000,,47.73931210,-103.32568224
4030,18.23,0.219,,,,16465.05,,Girth Weld,,,,,,,,52000,,47.73931496,-103.32586123
4040,44.29,0.219,,,,16483.28,,Girth Weld,,,,,,,,52000,,47.73931635,-103.32593557
4040,44.29,,,,,16487.17,,AGM,,,,,,,,,AGM 40,47.73931668,-103.32595150
4050,44.25,0.219,,,,16527.57,,Girth Weld,,,,,,,,52000,,47.73931657,-103.32611746
4060,44.28,0.219,,,,16571.82,,Girth Weld,,,,,,,,52000,,47.73931712,-103.32629942
4070,25.78,0.219,,,,16616.10,,Girth Weld,,,,,,,,52000,,47.73931590,-103.32648147
4080,44.18,0.219,,,,16641.88,,Girth Weld,,,,,,,,52000,,47.73931410,-103.32658746
4090,44.27,0.219,,,,16686.06,,Girth Weld,,,,,,,,52000,,47.73931186,-103.32676915
4100,44.3,0.219,,,,16730.33,,Girth Weld,,,,,,,,52000,,47.73931114,-103.32695120
4110,44.13,0.219,,,,16774.63,,Girth Weld,,,,,,,,52000,,47.73931048,-103.32713338
4120,44.29,0.219,,,,16818.76,,Girth Weld,,,,,,,,52000,,47.73930898,-103.32731485
4130,44.19,0.219,,,,16863.04,,Girth Weld,,,,,,,,52000,,47.73930560,-103.32749687
4140,44.15,0.219,,,,16907.24,,Girth Weld,,,,,,,,52000,,47.73930106,-103.32767843
4150,44.13,0.219,,,,16951.39,,Girth Weld,,,,,,,,52000,,47.73930096,-103.32785972
4160,35.21,0.219,,,,16995.52,,Girth Weld,,,,,,,,52000,,47.73930028,-103.32804051
4170,43.65,0.219,,,,17030.73,,Girth Weld,,,,,,,,52000,,47.73929995,-103.32818526
4180,44.25,0.219,,,,17074.38,,Girth Weld,,,,,,,,52000,,47.73929816,-103.32836472
4190,44.17,0.219,,,,17118.63,,Girth Weld,,,,,,,,52000,,47.73929638,-103.32854655
4200,43.83,0.219,,,,17162.80,,Girth Weld,,,,,,,,52000,,47.73929596,-103.32872813
4210,44.14,0.219,,,,17206.63,,Girth Weld,,,,,,,,52000,,47.73929575,-103.32890831
4220,44.06,0.219,,,,17250.77,,Girth Weld,,,,,,,,52000,,47.73929489,-103.32908977
4230,44.18,0.219,,,,17294.83,,Girth Weld,,,,,,,,52000,,47.73929310,-103.32927084
4240,44.31,0.219,,,,17339.02,,Girth Weld,,,,,,,,52000,,47.73929089,-103.32945249
4250,44.21,0.219,,,,17383.33,,Girth Weld,,,,,,,,52000,,47.73928904,-103.32963472
4260,44.04,0.219,,,,17427.54,,Girth Weld,,,,,,,,52000,,47.73928802,-103.32981650
4270,44.18,0.219,,,,17471.58,,Girth Weld,,,,,,,,52000,,47.73928725,-103.32999761
4280,44.22,0.219,,,,17515.76,,Girth Weld,,,,,,,,52000,,47.73928690,-103.33017929
4290,44.16,0.219,,,,17559.98,,Girth Weld,,,,,,,,52000,,47.73928702,-103.33036110
4300,44.31,0.219,,,,17604.14,,Girth Weld,,,,,,,,52000,,47.73928678,-103.33054261
4310,44.09,0.219,,,,17648.45,,Girth Weld,,,,,,,,52000,,47.73928638,-103.33072485
4320,44.07,0.219,,,,17692.54,,Girth Weld,,,,,,,,52000,,47.73928656,-103.33090618
4330,44.15,0.219,,,,17736.61,,Girth Weld,,,,,,,,52000,,47.73928619,-103.33108743
4340,44.25,0.219,,,,17780.76,,Girth Weld,,,,,,,,52000,,47.73929265,-103.33126774
4350,44.01,0.219,,,,17825.01,,Girth Weld,,,,,,,,52000,,47.73931262,-103.33144686
4360,44.25,0.219,,,,17869.02,,Girth Weld,,,,,,,,52000,,47.73934626,-103.33161957
4370,43.7,0.219,,,,17913.27,,Girth Weld,,,,,,,,52000,,47.73940530,-103.33177905
4380,44.26,0.219,,,,17956.97,,Girth Weld,,,,,,,,52000,,47.73946584,-103.33193469
4390,44.1,0.219,,,,18001.23,,Girth Weld,,,,,,,,52000,,47.73952787,-103.33209172
4400,44.23,0.219,,,,18045.33,,Girth Weld,,,,,,,,52000,,47.73959038,-103.33224758
4410,44.22,0.219,,,,18089.56,,Girth Weld,,,,,,,,52000,,47.73965263,-103.33240432
4420,44.21,0.219,,,,18133.77,,Girth Weld,,,,,,,,52000,,47.73971462,-103.33256124
4430,44.26,0.219,,,,18177.99,,Girth Weld,,,,,,,,52000,,47.73977568,-103.33271895
4440,44.19,0.219,,,,18222.25,,Girth Weld,,,,,,,,52000,,47.73983808,-103.33287572
4450,44.33,0.219,,,,18266.44,,Girth Weld,,,,,,,,52000,,47.73989970,-103.33303286
4460,44.15,0.219,,,,18310.77,,Girth Weld,,,,,,,,52000,,47.73996117,-103.33319078
4470,44.21,0.219,,,,18354.93,,Girth Weld,,,,,,,,52000,,47.74002200,-103.33334841
4480,44.15,0.219,,,,18399.14,,Girth Weld,,,,,,,,52000,,47.74008209,-103.33350693
4490,4,0.219,,,,18443.28,,Girth Weld,,,,,,,,52000,,47.74014143,-103.33366578
4500,34.53,0.219,,,,18447.29,,Girth Weld,,,,,,,,52000,,47.74014676,-103.33368023
4510,43.86,0.219,,,,18481.81,,Girth Weld,,,,,,,,52000,,47.74019277,-103.33380477
4520,44.13,0.219,,,,18525.67,,Girth Weld,,,,,,,,52000,,47.74025099,-103.33395931
4530,44.14,0.219,,,,18569.81,,Girth Weld,,,,,,,,52000,,47.74031031,-103.33411542
4540,44.06,0.219,,,,18613.94,,Girth Weld,,,,,,,,52000,,47.74037102,-103.33427177
4550,43.91,0.219,,,,18658.00,,Girth Weld,,,,,,,,52000,,47.74043254,-103.33442831
4560,43.45,0.219,,,,18701.91,,Girth Weld,,,,,,,,52000,,47.74049317,-103.33458494
4570,44.22,0.219,,,,18745.37,,Girth Weld,,,,,,,,52000,,47.74055286,-103.33474023
4580,44.13,0.219,,,,18789.59,,Girth Weld,,,,,,,,52000,,47.74061276,-103.33489894
4590,44.25,0.219,,,,18833.73,,Girth Weld,,,,,,,,52000,,47.74067285,-103.33505707
4600,44.13,0.219,,,,18877.98,,Girth Weld,,,,,,,,52000,,47.74073413,-103.33521474
4610,44.11,0.219,,,,18922.11,,Girth Weld,,,,,,,,52000,,47.74079463,-103.33537250
4620,44.15,0.219,,,,18966.22,,Girth Weld,,,,,,,,52000,,47.74085441,-103.33553077
4630,44.48,0.219,,,,19010.37,,Girth Weld,,,,,,,,52000,,47.74091590,-103.33568769
4640,44.2,0.219,,,,19054.85,,Girth Weld,,,,,,,,52000,,47.74097796,-103.33584580
4650,44.37,0.219,,,,19099.05,,Girth Weld,,,,,,,,52000,,47.74104001,-103.33600260
4660,44.17,0.219,,,,19143.42,,Girth Weld,,,,,,,,52000,,47.74110452,-103.33615774
4670,43.55,0.219,,,,19187.58,,Girth Weld,,,,,,,,52000,,47.74117912,-103.33630179
4680,43.99,0.219,,,,19231.14,,Girth Weld,,,,,,,,52000,,47.74125279,-103.33644368
4690,43.77,0.219,,,,19275.13,,Girth Weld,,,,,,,,52000,,47.74132793,-103.33658628
4700,44.2,0.219,,,,19318.91,,Girth Weld,,,,,,,,52000,,47.74140298,-103.33672783
4710,44.23,0.219,,,,19363.10,,Girth Weld,,,,,,,,52000,,47.74147856,-103.33687097
4720,43.85,0.219,,,,19407.34,,Girth Weld,,,,,,,,52000,,47.74155377,-103.33701471
4730,44.13,0.219,,,,19451.18,,Girth Weld,,,,,,,,52000,,47.74162819,-103.33715735
4740,44.2,0.219,,,,19495.31,,Girth Weld,,,,,,,,52000,,47.74170247,-103.33730163
4750,44,0.219,,,,19539.51,,Girth Weld,,,,,,,,52000,,47.74177817,-103.33744463
4760,44.17,0.219,,,,19583.51,,Girth Weld,,,,,,,,52000,,47.74185399,-103.33758643
4770,44.16,0.219,,,,19627.67,,Girth Weld,,,,,,,,52000,,47.74192962,-103.33772907
4780,44.15,0.219,,,,19671.83,,Girth Weld,,,,,,,,52000,,47.74200458,-103.33787167
4790,44.27,0.219,,,,19715.98,,Girth Weld,,,,,,,,52000,,47.74207990,-103.33801334
4800,44.26,0.219,,,,19760.25,,Girth Weld,,,,,,,,52000,,47.74215613,-103.33815583
4810,44.04,0.219,,,,19804.51,,Girth Weld,,,,,,,,52000,,47.74223162,-103.33829933
4820,44.17,0.219,,,,19848.55,,Girth Weld,,,,,,,,52000,,47.74230558,-103.33844340
4830,44.27,0.219,,,,19892.72,,Girth Weld,,,,,,,,52000,,47.74237945,-103.33858810
4840,44.18,0.219,,,,19936.99,,Girth Weld,,,,,,,,52000,,47.74245433,-103.33873179
4850,44.02,0.219,,,,19981.17,,Girth Weld,,,,,,,,52000,,47.74253021,-103.33887410
4860,44.17,0.219,,,,20025.19,,Girth Weld,,,,,,,,52000,,47.74260639,-103.33901555
4870,44.16,0.219,,,,20069.36,,Girth Weld,,,,,,,,52000,,47.74268233,-103.33915794
4880,44.1,0.219,,,,20113.52,,Girth Weld,,,,,,,,52000,,47.74275747,-103.33930111
4890,43.57,0.219,,,,20157.62,,Girth Weld,,,,,,,,52000,,47.74283252,-103.33944397
4900,43.48,0.219,,,,20201.19,,Girth Weld,,,,,,,,52000,,47.74290679,-103.33958439
4910,44.14,0.219,,,,20244.67,,Girth Weld,,,,,,,,52000,,47.74298084,-103.33972448
4920,44.27,0.219,,,,20288.81,,Girth Weld,,,,,,,,52000,,47.74305682,-103.33986573
4930,44.06,0.219,,,,20333.08,,Girth Weld,,,,,,,,52000,,47.74313219,-103.34000823
4940,43.99,0.219,,,,20377.14,,Girth Weld,,,,,,,,52000,,47.74320617,-103.34015162
4950,43.97,0.219,,,,20421.13,,Girth Weld,,,,,,,,52000,,47.74328071,-103.34029401
4960,44.09,0.219,,,,20465.10,,Girth Weld,,,,,,,,52000,,47.74335700,-103.34043445
4970,44.01,0.219,,,,20509.19,,Girth Weld,,,,,,,,52000,,47.74343439,-103.34057464
4980,44.2,0.219,,,,20553.21,,Girth Weld,,,,,,,,52000,,47.74351243,-103.34071385
4990,44.19,0.219,,,,20597.41,,Girth Weld,,,,,,,,52000,,47.74359079,-103.34085368
5000,44.09,0.219,,,,20641.59,,Girth Weld,,,,,,,,52000,,47.74366985,-103.34099259
5010,44.08,0.219,,,,20685.68,,Girth Weld,,,,,,,,52000,,47.74374943,-103.34113017
5020,44.07,0.219,,,,20729.76,,Girth Weld,,,,,,,,52000,,47.74382840,-103.34126841
5030,44.1,0.219,,,,20773.82,,Girth Weld,,,,,,,,52000,,47.74390731,-103.34140641
5040,44.17,0.219,,,,20817.92,,Girth Weld,,,,,,,,52000,,47.74398615,-103.34154452
5050,44.15,0.219,,,,20862.09,,Girth Weld,,,,,,,,52000,,47.74406448,-103.34168302
5060,44.17,0.219,,,,20906.24,,Girth Weld,,,,,,,,52000,,47.74414233,-103.34182143
5070,44.07,0.219,,,,20950.41,,Girth Weld,,,,,,,,52000,,47.74422074,-103.34195955
5080,44.09,0.219,,,,20994.47,,Girth Weld,,,,,,,,52000,,47.74429976,-103.34209716
5090,43.7,0.219,,,,21038.56,,Girth Weld,,,,,,,,52000,,47.74437835,-103.34223582
5100,37.52,0.219,,,,21082.26,,Girth Weld,,,,,,,,52000,,47.74445542,-103.34237449
5110,43.89,0.219,,,,21119.78,,Girth Weld,,,,,,,,52000,,47.74452181,-103.34249322
5120,44.01,0.219,,,,21163.67,,Girth Weld,,,,,,,,52000,,47.74459670,-103.34263534
