Feature Number (sequential order),Pipeline Feature,Empty odl Standard featurename,INT/ EXT (ID/OD),Odometer,Station Number,Distance to U/S weld,Distance to D/S weld,Joint Length,Defect Joint Number,Upstream (U/S) Reference name,US Dist from,Downstream (D/S) Reference name ,ds distance to,Diameter,Nominal Wall Thickness,Measured Wall Thickness,Pipe Grade (SMYS),Long Seam Orientation,Metal Loss Depth,Metal Loss Depth,Deformation Depth,Deformation Depth,Crack Depth,Crack Depth,Length,Width,Orientation,MOP,Modified B31.G PBURST,Modified B31.G PSAFE,Design Pressure (72% SMYS),ERF MOP _SAFE,RPR PBURST    /      100% SMYS,Effective Area pburst,effsagepsafe,Group Number,Group Category,Nad 83 Latitude,NAD 83 Longitude,NAVD88 Elevation,Comments,POF classification,Excavation/ Repair Required,SPLC Notes,Tool Type/ Technology,Length/A (x),Width/A (y)
2973,Anomaly - Corrosion,,INT,73959.03,729+71,42.44,17.11,59.54,12860,Block Valve  BV 7.14 (377+16),36318.49,Block Valve - I-5 (1235+58),52111.94,16,0.25,,52000,,20,0.05,,,,,0.3,0.2, 06:15,1170,1935,1393,1170,0.84,1.19,1934,1392,,,35.52873,-119.4002893,298, INT ML,Pinhole,,,MFL/CLP,,
2974,Anomaly - Corrosion,,INT,73964.47,729+77,47.87,11.67,59.54,12860,Block Valve  BV 7.14 (377+16),36323.93,Block Valve - I-5 (1235+58),52106.5,16,0.25,,52000,,18,0.05,,,,,0.5,0.5, 05:47,1170,1932,1391,1170,0.841,1.189,1930,1390,,,35.52873,-119.4003076,298, INT ML,Pitting,,,MFL/CLP,,
2975,Weld,,,73976.13,729+88,59.54,59.78,59.78,12870,Block Valve  BV 7.14 (377+16),36335.6,Block Valve - I-5 (1235+58),52094.83,16,0.25,,52000, 09:56,,,,,,,,,,1170,,,1170,,,,,,,35.5287298,-119.4003468,298.1,GIRTH WELD,,,,MFL/CLP,,
2976,Anomaly - Corrosion,,INT,74012.8,730+24,36.66,23.12,59.78,12870,Block Valve  BV 7.14 (377+16),36372.26,Block Valve - I-5 (1235+58),52058.17,16,0.25,,52000,,15,0.04,,,,,0.2,0.2, 05:54,1170,1936,1394,1170,0.839,1.192,1936,1394,,,35.5287295,-119.40047,298, INT ML,Pinhole,,,MFL/CLP,,
2977,Weld,,,74035.92,730+46,59.78,59.38,59.38,12880,Block Valve  BV 7.14 (377+16),36395.38,Block Valve - I-5 (1235+58),52035.05,16,0.25,,52000, 01:12,,,,,,,,,,1170,,,1170,,,,,,,35.5287296,-119.4005477,298.1,GIRTH WELD,,,,MFL/CLP,,
2978,Anomaly - Corrosion Cluster,,INT,74036.48,730+47,0.56,58.82,59.38,12880,Block Valve  BV 7.14 (377+16),36395.95,Block Valve - I-5 (1235+58),52034.49,16,0.25,,52000,,16,0.04,,,,,1.1,0.6, 05:50,1170,1911,1376,1170,0.851,1.176,1919,1381,,,35.5287296,-119.4005496,298.1, INT ML,Pitting,,,MFL/CLP,,
2979,Anomaly - Corrosion,,INT,74038.21,730+48,2.3,57.08,59.38,12880,Block Valve  BV 7.14 (377+16),36397.68,Block Valve - I-5 (1235+58),52032.75,16,0.25,,52000,,15,0.04,,,,,0.4,0.5, 05:56,1170,1934,1393,1170,0.84,1.19,1933,1392,,,35.5287296,-119.4005555,298.1, INT ML,Pitting,,,MFL/CLP,,
2980,Anomaly - Corrosion,,INT,74068.56,730+78,32.64,26.74,59.38,12880,Block Valve  BV 7.14 (377+16),36428.03,Block Valve - I-5 (1235+58),52002.41,16,0.25,,52000,,16,0.04,,,,,0.4,0.4, 06:01,1170,1935,1393,1170,0.84,1.19,1934,1392,,,35.5287299,-119.4006575,298, INT ML,Circumferential Slotting,,,MFL/CLP,,
2981,Anomaly - Corrosion,,INT,74076.58,730+86,40.66,18.72,59.38,12880,Block Valve  BV 7.14 (377+16),36436.04,Block Valve - I-5 (1235+58),51994.39,16,0.25,,52000,,16,0.04,,,,,0.3,0.3, 05:46,1170,1935,1393,1170,0.84,1.191,1935,1393,,,35.5287299,-119.4006844,298, INT ML,Pinhole,,,MFL/CLP,,
2982,Anomaly - Corrosion,,INT,74090.51,730+99,54.59,4.79,59.38,12880,Block Valve  BV 7.14 (377+16),36449.97,Block Valve - I-5 (1235+58),51980.46,16,0.25,,52000,,15,0.04,,,,,0.4,0.6, 05:43,1170,1935,1393,1170,0.84,1.191,1934,1393,,,35.5287298,-119.4007312,298, INT ML,Circumferential Slotting,,,MFL/CLP,,
2983,Weld,,,74095.29,731+04,59.38,59.38,59.38,12890,Block Valve  BV 7.14 (377+16),36454.76,Block Valve - I-5 (1235+58),51975.67,16,0.25,,52000, 10:32,,,,,,,,,,1170,,,1170,,,,,,,35.5287298,-119.4007473,298,GIRTH WELD,,,,MFL/CLP,,
2984,Anomaly - Corrosion Cluster,,INT,74106.26,731+14,10.97,48.41,59.38,12890,Block Valve  BV 7.14 (377+16),36465.73,Block Valve - I-5 (1235+58),51964.7,16,0.25,,52000,,15,0.04,,,,,1.3,0.5, 06:00,1170,1905,1372,1170,0.853,1.172,1921,1383,,,35.5287296,-119.4007842,298.1, INT ML,Axial Grooving,,,MFL/CLP,,
2985,Anomaly - Corrosion,,INT,74112.59,731+21,17.3,42.09,59.38,12890,Block Valve  BV 7.14 (377+16),36472.05,Block Valve - I-5 (1235+58),51958.38,16,0.25,,52000,,19,0.05,,,,,0.4,0.4, 06:00,1170,1933,1392,1170,0.841,1.19,1932,1391,,,35.5287295,-119.4008055,298.1, INT ML,Pitting,,,MFL/CLP,,
2986,Weld,,,74154.68,731+61,59.38,59.37,59.37,12900,Block Valve  BV 7.14 (377+16),36514.14,Block Valve - I-5 (1235+58),51916.29,16,0.25,,52000, 12:32,,,,,,,,,,1170,,,1170,,,,,,,35.5287289,-119.4009469,298.1,GIRTH WELD,,,,MFL/CLP,,
2987,Anomaly - Corrosion,,INT,74157.74,731+64,3.07,56.31,59.37,12900,Block Valve  BV 7.14 (377+16),36517.21,Block Valve - I-5 (1235+58),51913.22,16,0.25,,52000,,16,0.04,,,,,0.4,0.5, 05:53,1170,1934,1392,1170,0.84,1.19,1933,1392,,,35.5287289,-119.4009572,298.1, INT ML,Pitting,,,MFL/CLP,,
2988,Anomaly - Corrosion,,INT,74173.84,731+80,19.16,40.21,59.37,12900,Block Valve  BV 7.14 (377+16),36533.3,Block Valve - I-5 (1235+58),51897.13,16,0.25,,52000,,21,0.05,,,,,0.4,0.4, 06:12,1170,1933,1392,1170,0.841,1.19,1933,1391,,,35.528729,-119.4010113,298.1, INT ML,Circumferential Slotting,,,MFL/CLP,,
2989,Anomaly - Corrosion,,INT,74208.15,732+13,53.47,5.9,59.37,12900,Block Valve  BV 7.14 (377+16),36567.62,Block Valve - I-5 (1235+58),51862.82,16,0.25,,52000,,15,0.04,,,,,0.4,0.2, 06:03,1170,1935,1393,1170,0.84,1.191,1934,1393,,,35.5287291,-119.4011266,298.1, INT ML,Pinhole,,,MFL/CLP,,
2990,Repair - Welded sleeve begin,,,74212.46,732+17,57.79,1.59,59.37,12900,Block Valve  BV 7.14 (377+16),36571.93,Block Valve - I-5 (1235+58),51858.5,16,0.25,,52000,,,,,,,,,,,1170,,,1170,,,,,,,35.5287291,-119.4011411,298.1,REPAIR-SHELL START,,,,MFL/CLP,,
2991,Weld,,,74214.05,732+19,59.37,59.54,59.54,12910,Block Valve  BV 7.14 (377+16),36573.52,Block Valve - I-5 (1235+58),51856.91,16,0.25,,52000, 10:52,,,,,,,,,,1170,,,1170,,,,,,,35.528729,-119.4011465,298.1,GIRTH WELD,,,,MFL/CLP,,
2992,Repair - Welded sleeve end,,,74217.47,732+22,3.43,56.12,59.54,12910,Block Valve  BV 7.14 (377+16),36576.94,Block Valve - I-5 (1235+58),51853.49,16,0.25,,52000,,,,,,,,,,,1170,,,1170,,,,,,,35.528729,-119.401158,298.1,REPAIR-SHELL END,,,,MFL/CLP,,
2993,Anomaly - Corrosion,,INT,74251.13,732+55,37.08,22.46,59.54,12910,Block Valve  BV 7.14 (377+16),36610.6,Block Valve - I-5 (1235+58),51819.83,16,0.25,,52000,,17,0.04,,,,,0.3,0.4, 05:51,1170,1935,1393,1170,0.84,1.191,1935,1393,,,35.5287288,-119.4012711,298.2, INT ML,Circumferential Slotting,,,MFL/CLP,,
2994,Weld,,,74273.59,732+77,59.54,59.72,59.72,12920,Block Valve  BV 7.14 (377+16),36633.06,Block Valve - I-5 (1235+58),51797.37,16,0.25,,52000, 12:16,,,,,,,,,,1170,,,1170,,,,,,,35.5287284,-119.4013466,298.2,GIRTH WELD,,,,MFL/CLP,,
2995,Weld,,,74333.31,733+35,59.72,59.63,59.63,12930,Block Valve  BV 7.14 (377+16),36692.78,Block Valve - I-5 (1235+58),51737.65,16,0.25,,52000, 11:08,,,,,,,,,,1170,,,1170,,,,,,,35.5287278,-119.4015473,298.2,GIRTH WELD,,,,MFL/CLP,,
2996,Anomaly - Corrosion,,INT,74336.05,733+37,2.74,56.89,59.63,12930,Block Valve  BV 7.14 (377+16),36695.52,Block Valve - I-5 (1235+58),51734.91,16,0.25,,52000,,17,0.04,,,,,0.4,0.5, 05:59,1170,1933,1392,1170,0.841,1.189,1932,1391,,,35.5287278,-119.4015566,298.2, INT ML,Pitting,,,MFL/CLP,,
2997,Anomaly - Corrosion,,INT,74360.78,733+61,27.47,32.15,59.63,12930,Block Valve  BV 7.14 (377+16),36720.25,Block Valve - I-5 (1235+58),51710.18,16,0.25,,52000,,18,0.05,,,,,0.3,0.4, 05:58,1170,1935,1393,1170,0.84,1.191,1934,1393,,,35.5287274,-119.4016397,298.2, INT ML,Circumferential Slotting,,,MFL/CLP,,
2998,Weld,,,74392.94,733+93,59.63,59.63,59.63,12940,Block Valve  BV 7.14 (377+16),36752.41,Block Valve - I-5 (1235+58),51678.03,16,0.25,,52000, 12:36,,,,,,,,,,1170,,,1170,,,,,,,35.5287267,-119.4017477,298.1,GIRTH WELD,,,,MFL/CLP,,
2999,Anomaly - Corrosion,,INT,74408.2,734+07,15.27,44.36,59.63,12940,Block Valve  BV 7.14 (377+16),36767.67,Block Valve - I-5 (1235+58),51662.76,16,0.25,,52000,,19,0.05,,,,,0.6,0.8, 06:05,1170,1928,1388,1170,0.843,1.186,1926,1386,,,35.5287265,-119.4017991,298.1, INT ML,Pitting,,,MFL/CLP,,
3000,Anomaly - Corrosion,,INT,74426.03,734+25,33.1,26.53,59.63,12940,Block Valve  BV 7.14 (377+16),36785.5,Block Valve - I-5 (1235+58),51644.93,16,0.25,,52000,,21,0.05,,,,,0.3,0.2, 05:42,1170,1935,1393,1170,0.84,1.191,1935,1393,,,35.5287262,-119.401859,298.1, INT ML,Pinhole,,,MFL/CLP,,
3001,Weld,,,74452.56,734+51,59.63,59.69,59.69,12950,Block Valve  BV 7.14 (377+16),36812.03,Block Valve - I-5 (1235+58),51618.4,16,0.25,,52000, 09:56,,,,,,,,,,1170,,,1170,,,,,,,35.5287256,-119.4019482,298.2,GIRTH WELD,,,,MFL/CLP,,
3002,Anomaly - Corrosion,,INT,74480.44,734+78,27.88,31.82,59.69,12950,Block Valve  BV 7.14 (377+16),36839.91,Block Valve - I-5 (1235+58),51590.53,16,0.25,,52000,,16,0.04,,,,,0.6,0.6, 06:10,1170,1931,1390,1170,0.842,1.188,1929,1389,,,35.5287251,-119.4020419,298.2, INT ML,Pitting,,,MFL/CLP,,
3003,Weld,,,74512.25,735+08,59.69,59.74,59.74,12960,Block Valve  BV 7.14 (377+16),36871.72,Block Valve - I-5 (1235+58),51558.71,16,0.25,,52000, 12:52,,,,,,,,,,1170,,,1170,,,,,,,35.5287245,-119.4021488,298.1,GIRTH WELD,,,,MFL/CLP,,
3004,Weld,,,74571.99,735+66,59.74,59.7,59.7,12970,Block Valve  BV 7.14 (377+16),36931.46,Block Valve - I-5 (1235+58),51498.97,16,0.25,,52000, 01:16,,,,,,,,,,1170,,,1170,,,,,,,35.5287244,-119.4023496,298.2,GIRTH WELD,,,,MFL/CLP,,
3005,Anomaly - Corrosion,,INT,74618.06,736+11,46.07,13.62,59.7,12970,Block Valve  BV 7.14 (377+16),36977.53,Block Valve - I-5 (1235+58),51452.9,16,0.25,,52000,,18,0.05,,,,,0.4,0.3, 05:26,1170,1934,1393,1170,0.84,1.19,1933,1392,,,35.5287245,-119.4025044,297.9, INT ML,Pinhole,,,MFL/CLP,,
3006,Repair - Welded sleeve begin,,,74630.42,736+23,58.43,1.26,59.7,12970,Block Valve  BV 7.14 (377+16),36989.89,Block Valve - I-5 (1235+58),51440.54,16,0.25,,52000,,,,,,,,,,,1170,,,1170,,,,,,,35.5287243,-119.402546,297.9,REPAIR-SHELL START,,,,MFL/CLP,,
3007,Weld,,,74631.69,736+24,59.7,59.72,59.72,12980,Block Valve  BV 7.14 (377+16),36991.16,Block Valve - I-5 (1235+58),51439.28,16,0.25,,52000, 09:32,,,,,,,,,,1170,,,1170,,,,,,,35.5287243,-119.4025502,298,GIRTH WELD,,,,MFL/CLP,,
3008,Repair - Welded sleeve end,,,74632.9,736+26,1.22,58.5,59.72,12980,Block Valve  BV 7.14 (377+16),36992.37,Block Valve - I-5 (1235+58),51438.06,16,0.25,,52000,,,,,,,,,,,1170,,,1170,,,,,,,35.5287243,-119.4025543,298,REPAIR-SHELL END,,,,MFL/CLP,,
3009,Anomaly - Corrosion,,INT,74686.03,736+77,54.34,5.38,59.72,12980,Block Valve  BV 7.14 (377+16),37045.5,Block Valve - I-5 (1235+58),51384.93,16,0.25,,52000,,15,0.04,,,,,0.4,0.5, 05:44,1170,1934,1393,1170,0.84,1.19,1933,1392,,,35.5287232,-119.4027329,298.3, INT ML,Pitting,,,MFL/CLP,,
3010,Weld,,,74691.41,736+82,59.72,41.63,41.63,12990,Block Valve  BV 7.14 (377+16),37050.88,Block Valve - I-5 (1235+58),51379.55,16,0.25,,52000, 02:24,,,,,,,,,,1170,,,1170,,,,,,,35.5287231,-119.4027509,298.3,GIRTH WELD,,,,MFL/CLP,,
3011,Anomaly - Corrosion,,INT,74702.37,736+93,10.97,30.67,41.63,12990,Block Valve  BV 7.14 (377+16),37061.84,Block Valve - I-5 (1235+58),51368.59,16,0.25,,52000,,20,0.05,,,,,0.4,0.4, 05:51,1170,1934,1392,1170,0.84,1.19,1933,1392,,,35.5287231,-119.4027878,298.4, INT ML,Circumferential Slotting,,,MFL/CLP,,
3012,Anomaly - Corrosion,,EXT,74716.24,737+06,24.84,16.8,41.63,12990,Block Valve  BV 7.14 (377+16),37075.71,Block Valve - I-5 (1235+58),51354.72,16,0.25,,52000,,16,0.04,,,,,0.2,0.2, 08:39,1170,1937,1394,1170,0.839,1.192,1936,1394,,,35.528723,-119.4028344,298.2, EXT ML,Pinhole,,,MFL/CLP,,
3013,Anomaly - Corrosion,,EXT,74717.5,737+08,26.09,15.55,41.63,12990,Block Valve  BV 7.14 (377+16),37076.97,Block Valve - I-5 (1235+58),51353.47,16,0.25,,52000,,16,0.04,,,,,0.4,0.2, 08:40,1170,1935,1393,1170,0.84,1.19,1934,1392,,,35.5287229,-119.4028386,298.2, EXT ML,Pinhole,,,MFL/CLP,,
3014,Anomaly - Corrosion,,INT,74717.65,737+08,26.24,15.39,41.63,12990,Block Valve  BV 7.14 (377+16),37077.12,Block Valve - I-5 (1235+58),51353.31,16,0.25,,52000,,19,0.05,,,,,0.3,0.5, 06:52,1170,1935,1393,1170,0.84,1.191,1934,1393,,,35.5287229,-119.4028391,298.2, INT ML,Circumferential Slotting,,,MFL/CLP,,
3015,Anomaly - Corrosion,,EXT,74718.1,737+08,26.7,14.94,41.63,12990,Block Valve  BV 7.14 (377+16),37077.57,Block Valve - I-5 (1235+58),51352.86,16,0.25,,52000,,20,0.05,,,,,0.3,0.2, 08:20,1170,1935,1393,1170,0.84,1.19,1934,1392,,,35.5287229,-119.4028407,298.2, EXT ML,Pinhole,,,MFL/CLP,,
3016,Anomaly - Corrosion,,INT,74720.23,737+10,28.83,12.81,41.63,12990,Block Valve  BV 7.14 (377+16),37079.7,Block Valve - I-5 (1235+58),51350.73,16,0.25,,52000,,16,0.04,,,,,0.3,0.2, 05:18,1170,1936,1394,1170,0.84,1.191,1935,1393,,,35.5287229,-119.4028478,298.1, INT ML,Pinhole,,,MFL/CLP,,
3017,Anomaly - Corrosion,,EXT,74731.07,737+21,39.66,1.98,41.63,12990,Block Valve  BV 7.14 (377+16),37090.54,Block Valve - I-5 (1235+58),51339.9,16,0.25,,52000,,18,0.05,,,,,0.7,1.6, 02:18,1170,1923,1385,1170,0.845,1.184,1920,1383,,,35.5287226,-119.4028842,297.8, EXT ML,Circumferential Grooving,,,MFL/CLP,,
3018,Anomaly - Corrosion,,EXT,74731.36,737+21,39.95,1.68,41.63,12990,Block Valve  BV 7.14 (377+16),37090.83,Block Valve - I-5 (1235+58),51339.6,16,0.25,,52000,,20,0.05,,,,,1.3,1.3, 03:06,1170,1897,1366,1170,0.857,1.167,1888,1359,,,35.5287226,-119.4028852,297.8, EXT ML,General Metal Loss,,,MFL/CLP,,
3019,Repair - Welded sleeve begin,,,74731.54,737+21,40.14,1.5,41.63,12990,Block Valve  BV 7.14 (377+16),37091.01,Block Valve - I-5 (1235+58),51339.42,16,0.25,,52000,,,,,,,,,,,1170,,,1170,,,,,,,35.5287226,-119.4028858,297.7,REPAIR-SHELL START,,,,MFL/CLP,,
3020,Weld,,,74733.04,737+23,41.63,56.89,56.89,13000,Block Valve  BV 7.14 (377+16),37092.51,Block Valve - I-5 (1235+58),51337.92,16,0.25,,52000, 12:32,,,,,,,,,,1170,,,1170,,,,,,,35.5287226,-119.4028908,297.7,GIRTH WELD,,,,MFL/CLP,,
3021,Repair - Welded sleeve end,,,74733.95,737+24,0.91,55.98,56.89,13000,Block Valve  BV 7.14 (377+16),37093.42,Block Valve - I-5 (1235+58),51337.01,16,0.25,,52000,,,,,,,,,,,1170,,,1170,,,,,,,35.5287226,-119.4028939,297.7,REPAIR-SHELL END,,,,MFL/CLP,,
3022,Anomaly - Corrosion Cluster,,EXT,74734.38,737+24,1.34,55.55,56.89,13000,Block Valve  BV 7.14 (377+16),37093.85,Block Valve - I-5 (1235+58),51336.59,16,0.25,,52000,,24,0.06,,,,,1.8,3.8, 09:19,1170,1852,1333,1170,0.878,1.139,1864,1342,,,35.5287226,-119.4028953,297.7, EXT ML,General Metal Loss,,,MFL/CLP,,
3023,Anomaly - Corrosion Cluster,,EXT,74734.39,737+24,1.35,55.55,56.89,13000,Block Valve  BV 7.14 (377+16),37093.86,Block Valve - I-5 (1235+58),51336.58,16,0.25,,52000,,20,0.05,,,,,2.3,3.2, 02:06,1170,1839,1324,1170,0.884,1.131,1845,1329,,,35.5287226,-119.4028954,297.7,*EXT ML,General Metal Loss,,,MFL/CLP,,
3024,Anomaly - Corrosion,,INT,74734.67,737+24,1.63,55.26,56.89,13000,Block Valve  BV 7.14 (377+16),37094.14,Block Valve - I-5 (1235+58),51336.29,16,0.25,,52000,,16,0.04,,,,,0.9,0.8, 07:20,1170,1918,1381,1170,0.847,1.181,1914,1378,,,35.5287226,-119.4028963,297.7, INT ML,Pitting,,,MFL/CLP,,
3025,Anomaly - Corrosion Cluster,,INT,74734.86,737+25,1.82,55.07,56.89,13000,Block Valve  BV 7.14 (377+16),37094.33,Block Valve - I-5 (1235+58),51336.1,16,0.25,,52000,,17,0.04,,,,,4.4,1.9, 05:24,1170,1788,1287,1170,0.909,1.1,1847,1330,,,35.5287226,-119.402897,297.7, INT ML,General Metal Loss,,,MFL/CLP,,
3026,Anomaly - Corrosion,,EXT,74735.33,737+25,2.29,54.6,56.89,13000,Block Valve  BV 7.14 (377+16),37094.8,Block Valve - I-5 (1235+58),51335.63,16,0.25,,52000,,15,0.04,,,,,1.4,1.5, 03:18,1170,1904,1371,1170,0.854,1.171,1897,1366,,,35.5287226,-119.4028985,297.7, EXT ML,General Metal Loss,,,MFL/CLP,,
3027,Anomaly - Corrosion Cluster,,INT,74735.34,737+25,2.29,54.6,56.89,13000,Block Valve  BV 7.14 (377+16),37094.8,Block Valve - I-5 (1235+58),51335.63,16,0.25,,52000,,17,0.04,,,,,2.3,1.4, 06:42,1170,1855,1336,1170,0.876,1.142,1883,1355,,,35.5287226,-119.4028986,297.7, INT ML,General Metal Loss,,,MFL/CLP,,
3028,Anomaly - Corrosion,,INT,74735.86,737+26,2.82,54.07,56.89,13000,Block Valve  BV 7.14 (377+16),37095.33,Block Valve - I-5 (1235+58),51335.1,16,0.25,,52000,,18,0.05,,,,,1.1,0.7, 07:06,1170,1909,1374,1170,0.851,1.175,1903,1370,,,35.5287226,-119.4029003,297.7, INT ML,Pitting,,,MFL/CLP,,
3029,Anomaly - Corrosion,,EXT,74736.2,737+26,3.16,53.73,56.89,13000,Block Valve  BV 7.14 (377+16),37095.67,Block Valve - I-5 (1235+58),51334.76,16,0.25,,52000,,16,0.04,,,,,0.7,1.1, 08:30,1170,1925,1386,1170,0.844,1.185,1922,1384,,,35.5287226,-119.4029015,297.6, EXT ML,Pitting,,,MFL/CLP,,
3030,Anomaly - Corrosion Cluster,,INT,74736.35,737+26,3.31,53.58,56.89,13000,Block Valve  BV 7.14 (377+16),37095.82,Block Valve - I-5 (1235+58),51334.61,16,0.25,,52000,,18,0.05,,,,,2.8,1.6, 05:18,1170,1831,1318,1170,0.888,1.127,1856,1336,,,35.5287225,-119.402902,297.6, INT ML,General Metal Loss,,,MFL/CLP,,
3031,Anomaly - Corrosion,,EXT,74737.4,737+27,4.36,52.53,56.89,13000,Block Valve  BV 7.14 (377+16),37096.87,Block Valve - I-5 (1235+58),51333.56,16,0.25,,52000,,23,0.06,,,,,0.4,0.3, 07:40,1170,1931,1390,1170,0.842,1.188,1929,1389,,,35.5287225,-119.4029055,297.6, EXT ML,Axial Slotting,,,MFL/CLP,,
3032,Anomaly - Corrosion Cluster,,EXT,74737.64,737+27,4.6,52.29,56.89,13000,Block Valve  BV 7.14 (377+16),37097.11,Block Valve - I-5 (1235+58),51333.32,16,0.25,,52000,,23,0.06,,,,,4.5,10, 09:11,1170,1726,1243,1170,0.942,1.062,1721,1239,,,35.5287225,-119.4029063,297.6, EXT ML,General Metal Loss,,,MFL/CLP,,
3033,Anomaly - Corrosion Cluster,,EXT,74737.68,737+27,4.64,52.25,56.89,13000,Block Valve  BV 7.14 (377+16),37097.15,Block Valve - I-5 (1235+58),51333.28,16,0.25,,52000,,15,0.04,,,,,1.9,2.2, 07:16,1170,1881,1355,1170,0.864,1.158,1880,1354,,,35.5287225,-119.4029064,297.6,*EXT ML,General Metal Loss,,,MFL/CLP,,
3034,Anomaly - Corrosion,,EXT,74738.02,737+28,4.98,51.91,56.89,13000,Block Valve  BV 7.14 (377+16),37097.49,Block Valve - I-5 (1235+58),51332.94,16,0.25,,52000,,17,0.04,,,,,1.2,0.8, 09:44,1170,1907,1373,1170,0.852,1.174,1901,1369,,,35.5287225,-119.4029076,297.6, EXT ML,Pitting,,,MFL/CLP,,
3035,Anomaly - Corrosion,,INT,74738.26,737+28,5.21,51.68,56.89,13000,Block Valve  BV 7.14 (377+16),37097.72,Block Valve - I-5 (1235+58),51332.71,16,0.25,,52000,,17,0.04,,,,,0.7,0.8, 06:43,1170,1927,1387,1170,0.844,1.186,1924,1386,,,35.5287225,-119.4029084,297.6, INT ML,Pitting,,,MFL/CLP,,
3036,Anomaly - Corrosion Cluster,,INT,74738.51,737+28,5.47,51.42,56.89,13000,Block Valve  BV 7.14 (377+16),37097.98,Block Valve - I-5 (1235+58),51332.45,16,0.25,,52000,,23,0.06,,,,,4.8,2.2, 06:55,1170,1718,1237,1170,0.946,1.057,1808,1302,,,35.5287225,-119.4029092,297.6, INT ML,General Metal Loss,,,MFL/CLP,,
3037,Anomaly - Corrosion,,INT,74739.35,737+29,6.31,50.58,56.89,13000,Block Valve  BV 7.14 (377+16),37098.82,Block Valve - I-5 (1235+58),51331.61,16,0.25,,52000,,17,0.04,,,,,0.6,0.9, 07:05,1170,1928,1388,1170,0.843,1.186,1926,1387,,,35.5287225,-119.402912,297.6,*INT ML,Pitting,,,MFL/CLP,,
3038,Anomaly - Corrosion,,EXT,74739.43,737+29,6.39,50.5,56.89,13000,Block Valve  BV 7.14 (377+16),37098.9,Block Valve - I-5 (1235+58),51331.53,16,0.25,,52000,,19,0.05,,,,,0.8,1.3, 08:05,1170,1921,1383,1170,0.846,1.182,1917,1380,,,35.5287225,-119.4029123,297.6, EXT ML,Pitting,,,MFL/CLP,,
3039,Anomaly - Corrosion Cluster,,INT,74740.19,737+30,7.15,49.74,56.89,13000,Block Valve  BV 7.14 (377+16),37099.66,Block Valve - I-5 (1235+58),51330.77,16,0.25,,52000,,25,0.06,,,,,2.5,0.9, 05:21,1170,1797,1294,1170,0.905,1.106,1836,1322,,,35.5287225,-119.4029149,297.6, INT ML,Axial Grooving,,,MFL/CLP,,
3040,Anomaly - Corrosion,,INT,74742.35,737+32,9.3,47.59,56.89,13000,Block Valve  BV 7.14 (377+16),37101.81,Block Valve - I-5 (1235+58),51328.62,16,0.25,,52000,,19,0.05,,,,,0.6,0.7, 05:17,1170,1929,1389,1170,0.843,1.187,1927,1388,,,35.5287224,-119.4029221,297.5, INT ML,Pitting,,,MFL/CLP,,
3041,Anomaly - Corrosion,,INT,74742.84,737+32,9.79,47.1,56.89,13000,Block Valve  BV 7.14 (377+16),37102.3,Block Valve - I-5 (1235+58),51328.13,16,0.25,,52000,,19,0.05,,,,,0.7,0.7, 03:41,1170,1925,1386,1170,0.844,1.185,1923,1384,,,35.5287224,-119.4029238,297.5, INT ML,Pitting,,,MFL/CLP,,
3042,Anomaly - Corrosion,,INT,74743.8,737+33,10.76,46.13,56.89,13000,Block Valve  BV 7.14 (377+16),37103.27,Block Valve - I-5 (1235+58),51327.16,16,0.25,,52000,,21,0.05,,,,,0.7,0.9, 03:42,1170,1922,1384,1170,0.846,1.183,1919,1381,,,35.5287224,-119.402927,297.5, INT ML,Pitting,,,MFL/CLP,,
3043,Anomaly - Corrosion,,INT,74744.6,737+34,11.56,45.33,56.89,13000,Block Valve  BV 7.14 (377+16),37104.07,Block Valve - I-5 (1235+58),51326.36,16,0.25,,52000,,15,0.04,,,,,0.4,0.6, 07:18,1170,1935,1393,1170,0.84,1.191,1934,1393,,,35.5287224,-119.4029297,297.5, INT ML,Circumferential Slotting,,,MFL/CLP,,
3044,Anomaly - Corrosion,,INT,74747.01,737+36,13.97,42.92,56.89,13000,Block Valve  BV 7.14 (377+16),37106.48,Block Valve - I-5 (1235+58),51323.95,16,0.25,,52000,,18,0.05,,,,,0.5,0.6, 07:15,1170,1932,1391,1170,0.841,1.189,1930,1390,,,35.5287223,-119.4029378,297.5, INT ML,Pitting,,,MFL/CLP,,
3045,Anomaly - Corrosion Cluster,,INT,74756.86,737+46,23.82,33.07,56.89,13000,Block Valve  BV 7.14 (377+16),37116.33,Block Valve - I-5 (1235+58),51314.1,16,0.25,,52000,,28,0.07,,,,,3.3,3.6, 05:52,1170,1727,1243,1170,0.941,1.063,1725,1242,,,35.528722,-119.4029709,297.5,*INT ML,General Metal Loss,,,MFL/CLP,,
3046,Anomaly - Corrosion,,INT,74762.01,737+51,28.97,27.92,56.89,13000,Block Valve  BV 7.14 (377+16),37121.48,Block Valve - I-5 (1235+58),51308.95,16,0.25,,52000,,18,0.05,,,,,0.6,0.8, 07:28,1170,1927,1388,1170,0.843,1.186,1925,1386,,,35.5287218,-119.4029882,297.6, INT ML,Pitting,,,MFL/CLP,,
