ILI Tool,PBF_ID,Adjstd Weld Number,Adjstd Milepost,Adjstd Sta,STA Diff,ODO Diff,Multiplier,Odometer (ft),Odometer Distance to Start of Box (ft),Feature Number,Feature Description,Distance to Nearest Weld (ft),Distance to Upstream Weld (ft),Distance to Downstream Weld (ft),Distance From Top of Pipe (ft),Distance to Nearest AGM (ft),Distance to Upstream AGM (ft),Distance to Downstream AGM (ft),WT (in),Max Depth (%),Max Depth + Tolerance (%),Length (in),Width (in),Oreintation (Degrees),Pipe Length (ft),Long Seam Orient. (Degrees),0.85DL Safe MAOP Rating (psig),0.85DL Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Safe MAOP Rating (psig),Eff. Area B31G of API579 Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Burst Press. Rating (psig),Eff. Area B31G of API579 Burst Press. Rating + Tolerance (psig),Latitude NAD83,Longitude NAD83,Elevation Above Mean Sea Level NAVD88 (ft),Comments,Pipe Size (in),Pipe Grade ,Pipe Type,MOP (psi)
MFL,174,56,0.561,29+64.9,,,,2963.22,,173,Hard Spot,D0.57,60.81,0.58,2.52,D462.25,2963.22,486.81,0.250,,,1.92,31.30,217,61.39,,,,,,,,39.6014456,-75.6300446,21.8,,16.000,X56,ERW,960
MFL,175,57,0.561,29+65.5,,,,2963.79,,174,Weld,D42.79,61.39,42.79,,D461.68,2963.79,486.24,0.250,,,,,,42.79,,,,,,,,39.6014472,-75.6300446,21.8,,16.000,X56,ERW,960
MFL,176,57,0.561,29+66.1,,,,2964.35,2964.33,175,ML Ext,U0.56,0.56,42.23,1.86,D461.12,2964.35,485.68,0.250,11,21,0.39,0.66,160,42.79,,1483,1481,1483,1480,2059,2056,39.6014487,-75.6300445,21.7,,16.000,X56,ERW,960
MFL,177,57,0.561,29+66.1,,,,2964.36,2964.35,176,ML Cluster Ext,U0.57,0.57,42.22,2.18,D461.11,2964.36,485.67,0.250,14,24,0.35,1.57,187,42.79,,1483,1481,1483,1480,2059,2056,39.6014487,-75.6300445,21.7,,16.000,X56,ERW,960
MFL,178,57,0.564,29+78.1,,,,2976.38,,177,5.4° 44D Over Cold Bend,U12.59,12.59,30.20,,D449.08,2976.38,473.65,0.250,,,,,167,42.79,,,,,,,,39.6014817,-75.6300426,21.3,,16.000,X56,ERW,960
MFL,179,58,0.569,30+08.4,,,,3006.58,,178,Weld,U42.79,42.79,59.81,,D418.89,3006.58,443.45,0.250,,,,,,59.81,71,,,,,,,39.6015640,-75.6300359,18.1,,16.000,X56,ERW,960
MFL,180,58,0.571,30+16.5,,,,3014.70,,179,MCP,U8.12,8.12,51.69,1.75,D410.77,3014.70,435.33,0.250,,,2.90,9.38,150,59.81,,,,,,,,39.6015862,-75.6300343,17.3,Touching Metal Object,16.000,X56,ERW,960
MFL,181,58,0.572,30+22.1,,,,3020.27,,180,3.7° 54.8D Sag Cold Bend,U13.69,13.69,46.12,,D405.20,3020.27,429.76,0.250,,,,,356,59.81,,,,,,,,39.6016014,-75.6300333,16.8,,16.000,X56,ERW,960
MFL,182,59,0.581,30+68.4,,,,3066.39,,181,Weld,D43.09,59.81,43.09,,D359.07,3066.39,383.64,0.250,,,,,,43.09,,,,,,,,39.6017279,-75.6300263,15.6,,16.000,X56,ERW,960
MFL,183,60,0.589,31+11.6,,,,3109.49,,182,Weld,U43.09,43.09,61.18,,D315.98,3109.49,340.54,0.250,,,,,,61.18,,,,,,,,39.6018463,-75.6300208,15.0,,16.000,X56,ERW,960
MFL,184,60,0.592,31+29.7,,,,3127.55,3127.52,183,ML Cluster Int Manufacturing Related,U18.06,18.06,43.12,2.37,D297.92,3127.55,322.48,0.250,21,31,1.14,3.09,204,61.18,,1457,1440,1455,1434,2021,1992,39.6018958,-75.6300187,14.8,,16.000,X56,ERW,960
MFL,185,60,0.597,31+51.9,,,,3149.69,3149.66,184,ML Ext,D20.98,40.20,20.98,1.51,D275.78,3149.69,300.34,0.250,12,22,0.51,0.51,130,61.18,,1482,1478,1481,1477,2057,2051,39.6019565,-75.6300160,14.8,,16.000,X56,ERW,960
MFL,186,61,0.601,31+72.9,,,,3170.67,,185,Weld,U61.18,61.18,61.35,,D254.80,3170.67,279.36,0.250,,,,,,61.35,,,,,,,,39.6020142,-75.6300133,14.6,,16.000,X56,ERW,960
MFL,187,62,0.612,32+34.5,,,,3232.01,,186,Weld,U61.35,61.35,61.48,,D193.46,3232.01,218.02,0.250,,,,,,61.48,164,,,,,,,39.6021825,-75.6300038,12.9,,16.000,X56,ERW,960
MFL,188,62,0.612,32+34.9,,,,3232.47,,187,Hard Spot,U0.45,0.45,61.02,1.71,D193.00,3232.47,217.56,0.250,,,1.96,32.11,147,61.48,,,,,,,,39.6021838,-75.6300037,12.9,,16.000,X56,ERW,960
MFL,189,62,0.619,32+73.0,,,,3270.49,3270.44,188,ML Cluster Ext Seam Adjacent,D23.00,38.48,23.00,2.35,D154.98,3270.49,179.54,0.250,20,30,0.67,1.01,202,61.48,,1475,1468,1473,1465,2046,2034,39.6022880,-75.6299970,11.8,Seam Adjacent = 3.75 x sqrt (pipe radius x wall thickness),16.000,X56,ERW,960
MFL,190,62,0.622,32+87.2,,,,3284.57,3284.54,189,ML Cluster Ext,D8.91,52.56,8.91,3.39,D140.89,3284.57,165.46,0.250,16,26,0.82,1.01,292,61.48,,1474,1465,1471,1460,2043,2027,39.6023265,-75.6299943,11.4,,16.000,X56,ERW,960
MFL,191,63,0.624,32+96.1,,,,3293.49,,190,Weld,D51.53,61.48,51.53,,D131.98,3293.49,156.54,0.250,,,,,,51.53,0,,,,,,,39.6023510,-75.6299927,11.1,,16.000,X56,ERW,960
MFL,192,63,0.627,33+15.2,,,,3312.57,,191,16.5° 34.6D Left Cold Bend,U19.08,19.08,32.45,,D112.90,3312.57,137.46,0.250,,,,,249,51.53,,,,,,,,39.6024033,-75.6299907,10.1,,16.000,X56,ERW,960
MFL,193,64,0.634,33+47.8,,,,3345.02,,192,Weld,D25.99,51.53,25.99,,D80.44,3345.02,105.01,0.250,,,,,,25.99,,,,,,,,39.6024896,-75.6300143,5.4,,16.000,X56,ERW,960
MFL,194,64,0.637,33+64.0,,,,3361.23,,193,8° 33.1D Sag Cold Bend,D9.78,16.21,9.78,,D64.24,3361.23,88.80,0.250,,,,,360,25.99,,,,,,,,39.6025327,-75.6300267,3.2,,16.000,X56,ERW,960
MFL,195,65,0.638,33+73.8,,,,3371.01,,194,Weld,D9.82,25.99,9.82,,D54.46,3371.01,79.02,0.250,,,,,,9.82,24,,,,,,,39.6025588,-75.6300343,3.3,,16.000,X56,ERW,960
MFL,196,65,0.639,33+74.5,,,,3371.69,,195,Hard Spot,U0.68,0.68,9.14,3.19,D53.78,3371.69,78.34,0.250,,,1.96,21.76,274,9.82,,,,,,,,39.6025606,-75.6300349,3.3,,16.000,X56,ERW,960
MFL,197,66,0.640,33+83.7,,,,3380.83,,196,Weld,U9.82,9.82,14.28,,D44.64,3380.83,69.20,0.250,,,,,,14.28,,,,,,,,39.6025851,-75.6300421,3.4,,16.000,X56,ERW,960
MFL,198,66,0.640,33+84.0,,,,3381.19,,197,Hard Spot,U0.36,0.36,13.92,3.14,D44.28,3381.19,68.84,0.250,,,5.02,48.34,270,14.28,,,,,,,,39.6025861,-75.6300424,3.4,,16.000,X56,ERW,960
MFL,199,66,0.641,33+85.2,,,,3382.31,3382.29,198,ML Ext,U1.48,1.48,12.80,0.70,D43.16,3382.31,67.72,0.250,18,28,0.43,0.41,61,14.28,,1481,1478,1480,1477,2056,2051,39.6025892,-75.6300433,3.4,,16.000,X56,ERW,960
MFL,200,67,0.643,33+98.0,,,,3395.11,,199,Weld; Begin 0.344in Wall API 5L X52 - ERW,U14.28,14.28,18.18,,D30.36,3395.11,54.92,0.344,,,,,,18.18,,,,,,,,39.6026235,-75.6300536,3.7,,16.000,X52,ERW,960
MFL,201,67,0.645,34+06.3,,,,3404.26,,200,12.8° 32.7D Right Cold Bend,D9.02,9.16,9.02,,D21.20,3404.26,45.77,0.344,,,,,88,18.18,,,,,,,,39.6026480,-75.6300598,3.9,,16.000,X52,ERW,960
MFL,202,67,0.646,34+12.4,,,,3411.06,,201,Stopple,D2.23,15.95,2.23,4.04,D14.41,3411.06,38.97,0.344,,,,,347,18.18,,,,,,,,39.6026665,-75.6300609,4.1,,16.000,X52,ERW,960
MFL,203,67,0.646,34+14.0,,,,3412.82,,202,Tap,D0.46,17.72,0.46,0.00,D12.64,3412.82,37.21,0.344,,,,,0,18.18,,,,,,,,39.6026714,-75.6300608,4.1,,16.000,X52,ERW,960
MFL,204,68,0.646,34+14.4,,,,3413.29,,203,Weld,D9.93,18.18,9.93,,D12.18,3413.29,36.74,0.344,,,,,,9.93,,,,,,,,39.6026727,-75.6300608,4.1,,16.000,X52,ERW,960
MFL,205,68,0.648,34+21.6,,,,3421.20,,204,Tap,D2.01,7.92,2.01,0.00,D4.26,3421.20,28.83,0.344,,,,,0,9.93,,,,,,,,39.6026944,-75.6300607,4.3,,16.000,X52,ERW,960
MFL,206,69,0.648,34+23.4,,,,3423.21,,205,Weld,D4.48,9.93,4.48,,D2.26,3423.21,26.82,0.344,,,,,,4.48,,,,,,,,39.6026999,-75.6300606,4.3,,16.000,X52,Valve,960
MFL,207,69,0.648,34+23.9,,,,3423.83,,206,Flange,U0.61,0.61,3.86,,D1.64,3423.83,26.20,0.344,,,,,,4.48,,,,,,,,39.6027015,-75.6300606,4.3,,16.000,X52,Valve,960
MFL,208,69,0.649,34+25.4,3425.40,3419.21,1.00,3425.47,,207,Valve,D2.22,2.26,2.22,,D24.56,3425.47,24.56,0.344,,,,,,4.48,,,,,,,,39.6027061,-75.6300606,4.3,,16.000,X52,Valve,960
MFL,209,69,0.649,34+27.0,,,,3427.09,,208,Flange,D0.60,3.88,0.60,,U1.62,3427.09,22.94,0.344,,,,,,4.48,,,,,,,,39.6027107,-75.6300605,4.3,,16.000,X52,Valve,960
MFL,210,70,0.649,34+27.6,,,,3427.69,,209,Weld,U4.48,4.48,9.83,,U2.22,3427.69,22.34,0.344,,,,,,9.83,,,,,,,,39.6027123,-75.6300605,4.3,,16.000,X52,ERW,960
MFL,211,70,0.650,34+29.6,,,,3429.65,,210,Tap,U1.96,1.96,7.87,0.00,U4.18,3429.65,20.38,0.344,,,,,0,9.83,,,,,,,,39.6027177,-75.6300605,4.3,,16.000,X52,ERW,960
MFL,212,70,0.650,34+31.9,,,,3431.88,,211,MCP,U4.19,4.19,5.64,3.49,U6.41,3431.88,18.15,0.344,,,2.63,6.42,300,9.83,,,,,,,,39.6027238,-75.6300604,4.3,Touching Metal Object,16.000,X52,ERW,960
MFL,213,71,0.651,34+37.5,,,,3437.52,,212,Weld,U9.83,9.83,24.09,,U12.06,3437.52,12.51,0.344,,,,,,24.09,,,,,,,,39.6027394,-75.6300602,4.3,,16.000,X52,ERW,960
MFL,214,71,0.651,34+38.4,,,,3438.38,,213,Tap,U0.85,0.85,23.24,0.00,D11.65,3438.38,11.65,0.344,,,,,0,24.09,,,,,,,,39.6027416,-75.6300602,4.3,,16.000,X52,ERW,960
MFL,215,71,0.652,34+40.2,,,,3440.17,,214,Stopple,U2.65,2.65,21.44,3.95,D9.86,3440.17,9.86,0.344,,,,,340,24.09,,,,,,,,39.6027465,-75.6300601,4.2,,16.000,X52,ERW,960
MFL,216,71,0.653,34+47.1,,,,3447.01,,215,3.9° 49.5D Over Cold Bend,U9.49,9.49,14.60,,D3.02,3447.01,3.02,0.344,,,,,161,24.09,,,,,,,,39.6027653,-75.6300597,4.0,,16.000,X52,ERW,960
MFL,217,71,0.653,34+50.1,,,,3450.03,,216,AGM 2,D11.58,12.51,11.58,,D1231.83,3450.03,4601.85,0.344,,,,,,24.09,,,,,,,,39.6027735,-75.6300593,3.8,,16.000,X56,ERW,960
MFL,218,71,0.654,34+50.7,,,,3450.65,3450.63,217,ML Ext,D10.97,13.13,10.97,1.06,U0.62,0.62,4601.23,0.344,13,23,0.31,0.45,91,24.09,,1918,1917,1918,1916,2664,2662,39.6027753,-75.6300592,3.7,,16.000,X52,ERW,960
MFL,219,71,0.654,34+50.9,,,,3450.81,3450.78,218,ML Ext,D10.81,13.28,10.81,1.23,U0.77,0.77,4601.08,0.344,12,22,0.47,0.55,106,24.09,,1917,1914,1916,1913,2662,2657,39.6027757,-75.6300592,3.7,,16.000,X52,ERW,960
MFL,220,72,0.656,34+61.8,,,,3461.61,,219,Weld,U24.09,24.09,54.11,,U11.58,11.58,4590.27,0.344,,,,,,54.11,,,,,,,,39.6028051,-75.6300576,2.8,Start of Concrete Coated Pipe - Red Lion Creek,16.000,X52,ERW,960
MFL,221,73,0.666,35+16.3,,,,3515.73,,220,Weld,U54.11,54.11,56.11,,U65.70,65.70,4536.15,0.344,,,,,,56.11,,,,,,,,39.6029535,-75.6300489,-1.5,,16.000,X52,ERW,960
MFL,222,73,0.669,35+32.5,,,,3531.81,3531.75,221,ML Int Manufacturing Related,U16.08,16.08,40.03,1.96,U81.78,81.78,4520.07,0.344,13,23,0.98,0.40,169,56.11,,1908,1896,1905,1891,2646,2626,39.6029976,-75.6300464,-2.5,,16.000,X52,ERW,960
MFL,223,74,0.676,35+72.8,,,,3571.84,,222,Weld,U56.11,56.11,60.76,,U121.81,121.81,4480.04,0.344,,,,,,60.76,,,,,,,,39.6031075,-75.6300417,-4.6,,16.000,X52,ERW,960
MFL,224,75,0.688,36+33.9,,,,3632.60,,223,Weld,U60.76,60.76,61.05,,U182.57,182.57,4419.28,0.344,,,,,,61.05,,,,,,,,39.6032743,-75.6300358,-6.5,,16.000,X52,ERW,960
MFL,225,76,0.700,36+95.4,,,,3693.65,,224,Weld,U61.05,61.05,61.21,,U243.62,243.62,4358.23,0.344,,,,,,61.21,,,,,,,,39.6034423,-75.6300293,-7.1,,16.000,X52,ERW,960
MFL,226,77,0.711,37+57.0,,,,3754.86,,225,Weld,D47.52,61.21,47.52,,U304.83,304.83,4297.02,0.344,,,,,,47.52,82,,,,,,,39.6036105,-75.6300237,-7.0,,16.000,X52,ERW,960
MFL,227,78,0.720,38+04.8,,,,3802.39,,226,Weld,D41.24,47.52,41.24,,U352.36,352.36,4249.49,0.344,,,,,,41.24,,,,,,,,39.6037411,-75.6300194,-7.0,,16.000,X52,ERW,960
MFL,228,79,0.728,38+46.4,,,,3843.63,,227,Weld,U41.24,41.24,44.65,,U393.60,393.60,4208.25,0.344,,,,,,44.65,,,,,,,,39.6038545,-75.6300170,-7.2,,16.000,X52,ERW,960
MFL,229,80,0.736,38+91.3,,,,3888.28,,228,Weld,D44.02,44.65,44.02,,U438.25,438.25,4163.60,0.344,,,,,,44.02,,,,,,,,39.6039772,-75.6300144,-6.9,,16.000,X52,ERW,960
MFL,230,81,0.745,39+35.6,,,,3932.30,,229,Weld,U44.02,44.02,45.47,,U482.27,482.27,4119.58,0.344,,,,,,45.47,289,,,,,,,39.6040983,-75.6300097,-6.5,,16.000,X52,ERW,960
MFL,231,81,0.745,39+36.2,,,,3932.90,3932.89,230,ML Ext,U0.60,0.60,44.87,2.34,U482.87,482.87,4118.98,0.344,10,20,0.24,1.15,202,45.47,,1919,1918,1919,1918,2665,2664,39.6041000,-75.6300096,-6.5,,16.000,X52,ERW,960
MFL,232,82,0.753,39+81.4,,,,3977.77,,231,Weld,U45.47,45.47,61.22,,U527.74,527.74,4074.11,0.344,,,,,,61.22,,,,,,,,39.6042233,-75.6300051,-6.1,,16.000,X52,ERW,960
MFL,233,83,0.765,40+43.0,,,,4038.99,,232,Weld,U61.22,61.22,61.36,,U588.96,588.96,4012.89,0.344,,,,,,61.36,,,,,,,,39.6043916,-75.6299994,-5.4,,16.000,X52,ERW,960
MFL,234,84,0.777,41+04.8,,,,4100.35,,233,Weld,D61.08,61.36,61.08,,D581.51,650.32,3951.53,0.344,,,,,,61.08,51,,,,,,,39.6045602,-75.6299934,-4.8,,16.000,X52,ERW,960
MFL,235,85,0.788,41+66.3,,,,4161.43,,234,Weld,U61.08,61.08,61.08,,D520.43,711.40,3890.45,0.344,,,,,,61.08,333,,,,,,,39.6047281,-75.6299852,-4.4,,16.000,X52,ERW,960
MFL,236,86,0.800,42+27.8,,,,4222.52,,235,Weld,D14.62,61.08,14.62,,D459.34,772.49,3829.36,0.344,,,,,,14.62,356,,,,,,,39.6048959,-75.6299769,-3.7,,16.000,X52,ERW,960
MFL,237,86,0.800,42+29.2,,,,4223.88,,236,MCP,U1.37,1.37,13.25,0.74,D457.98,773.85,3828.00,0.344,,,9.88,11.22,64,14.62,,,,,,,,39.6048997,-75.6299768,-3.7,Close Metal Object,16.000,X52,ERW,960
MFL,238,86,0.800,42+29.9,,,,4224.65,,237,MCP,U2.13,2.13,12.49,3.19,D457.21,774.62,3827.23,0.344,,,12.94,16.08,275,14.62,,,,,,,,39.6049018,-75.6299767,-3.7,Close Metal Object,16.000,X52,ERW,960
MFL,239,86,0.801,42+35.4,,,,4230.06,,238,5.8° 30.4D Right Cold Bend,D7.08,7.54,7.08,,D451.80,780.03,3821.82,0.344,,,,,89,14.62,,,,,,,,39.6049166,-75.6299757,-3.6,,16.000,X52,ERW,960
MFL,240,87,0.802,42+42.5,,,,4237.14,,239,Weld,U14.62,14.62,60.83,,D444.72,787.11,3814.75,0.344,,,,,,60.83,58,,,,,,,39.6049359,-75.6299725,-3.5,,16.000,X52,ERW,960
MFL,241,88,0.814,43+03.8,,,,4297.97,,240,Weld,D15.04,60.83,15.04,,D383.89,847.94,3753.91,0.344,,,,,,15.04,306,,,,,,,39.6051015,-75.6299399,-3.0,,16.000,X52,ERW,960
MFL,242,88,0.816,43+11.8,,,,4305.96,,241,10.6° 34.8D Over Cold Bend,D7.05,8.00,7.05,,D375.90,855.93,3745.92,0.344,,,,,191,15.04,,,,,,,,39.6051230,-75.6299357,-3.3,,16.000,X52,ERW,960
MFL,243,89,0.817,43+18.9,,,,4313.01,,242,Weld,U15.04,15.04,30.53,,D368.85,862.98,3738.87,0.344,,,,,,30.53,80,,,,,,,39.6051420,-75.6299327,-4.4,,16.000,X52,ERW,960
MFL,244,90,0.823,43+49.6,,,,4343.54,,243,Weld,D15.16,30.53,15.16,,D338.32,893.51,3708.34,0.344,,,,,,15.16,,,,,,,,39.6052241,-75.6299205,-10.0,,16.000,X52,ERW,960
MFL,245,90,0.824,43+58.1,,,,4351.95,,244,11.4° 35.3D Sag Cold Bend,D6.76,8.41,6.76,,D329.91,901.92,3699.93,0.344,,,,,9,15.16,,,,,,,,39.6052467,-75.6299171,-11.3,,16.000,X52,ERW,960
MFL,246,91,0.826,43+64.9,,,,4358.71,,245,Weld,U15.16,15.16,54.81,,D323.15,908.68,3693.17,0.344,,,,,,54.81,66,,,,,,,39.6052650,-75.6299138,-11.4,,16.000,X52,ERW,960
MFL,247,92,0.836,44+20.1,,,,4413.51,,246,Weld,D15.93,54.81,15.93,,D268.35,963.48,3638.37,0.344,,,,,,15.93,282,,,,,,,39.6054143,-75.6298864,-10.2,,16.000,X52,ERW,960
MFL,248,92,0.838,44+29.2,,,,4422.59,,247,12.6° 37.9D Sag Cold Bend,D6.85,9.08,6.85,,D259.27,972.56,3629.29,0.344,,,,,17,15.93,,,,,,,,39.6054389,-75.6298816,-9.9,,16.000,X52,ERW,960
MFL,249,93,0.839,44+36.1,,,,4429.44,,248,Weld,U15.93,15.93,29.91,,D252.42,979.41,3622.44,0.344,,,,,,29.91,17,,,,,,,39.6054570,-75.6298770,-8.7,,16.000,X52,ERW,960
MFL,250,94,0.845,44+66.2,,,,4459.34,,249,Weld,D14.70,29.91,14.70,,D222.52,1009.31,3592.54,0.344,,,,,,14.70,159,,,,,,,39.6055359,-75.6298548,-2.5,,16.000,X52,ERW,960
MFL,251,94,0.846,44+73.9,,,,4466.98,,250,7.9° 39.2D Over Cold Bend,D7.06,7.64,7.06,,D214.88,1016.95,3584.90,0.344,,,,,194,14.70,,,,,,,,39.6055559,-75.6298492,-1.1,,16.000,X52,ERW,960
MFL,252,95,0.847,44+81.0,,,,4474.05,,251,Weld,U14.70,14.70,60.58,,D207.81,1024.02,3577.83,0.344,,,,,,60.58,340,,,,,,,39.6055747,-75.6298446,-0.5,,16.000,X52,ERW,960
MFL,253,95,0.858,45+40.0,,,,4532.67,,252,Marker Band Start,D1.95,58.62,1.95,,D149.19,1082.64,3519.21,0.344,,,,,,60.58,,,,,,,,39.6057332,-75.6298067,1.7,,16.000,X52,ERW,960
MFL,254,95,0.859,45+40.3,,,,4532.93,4532.90,253,ML Ext Between Marker Bands,D1.69,58.88,1.69,2.15,D148.93,1082.90,3518.95,0.344,24,34,0.59,0.51,185,60.58,,1910,1905,1908,1901,2650,2640,39.6057340,-75.6298065,1.7,,16.000,X52,ERW,960
MFL,255,95,0.859,45+40.8,,,,4533.43,,254,Marker Band End,D1.19,59.38,1.19,,D148.43,1083.40,3518.45,0.344,,,,,,60.58,,,,,,,,39.6057353,-75.6298062,1.7,,16.000,X52,ERW,960
MFL,256,96,0.859,45+42.0,,,,4534.62,,255,Weld,U60.58,60.58,60.60,,D147.24,1084.59,3517.26,0.344,,,,,,60.60,94,,,,,,,39.6057385,-75.6298054,1.8,,16.000,X52,ERW,960
MFL,257,97,0.870,46+03.0,,,,4595.22,,256,Weld; Begin 0.250in Wall API 5L X56 - ERW,D34.41,60.60,34.41,,D86.64,1145.19,3456.66,0.250,,,,,,34.41,,,,,,,,39.6059022,-75.6297652,4.1,End of Concrete Coated Pipe,16.000,X56,ERW,960
MFL,258,97,0.873,46+18.7,,,,4611.99,4611.98,257,ML Ext,U16.77,16.77,17.65,2.11,D69.87,1161.96,3439.89,0.250,24,34,0.24,0.20,182,34.41,,1483,1482,1483,1482,2060,2058,39.6059475,-75.6297548,4.4,,16.000,X56,ERW,960
MFL,259,97,0.875,46+28.0,,,,4621.86,,258,7.5° 34.1D Left Cold Bend,D7.77,26.64,7.77,,D60.00,1171.83,3430.02,0.250,,,,,261,34.41,,,,,,,,39.6059743,-75.6297493,4.6,,16.000,X56,ERW,960
MFL,260,98,0.877,46+35.3,,,,4629.63,,259,Weld,U34.41,34.41,39.91,,D52.23,1179.60,3422.25,0.250,,,,,,39.91,,,,,,,,39.6059956,-75.6297479,4.6,,16.000,X56,ERW,960
MFL,261,98,0.878,46+42.6,,,,4637.50,,260,11.4° 41.8D Sag Cold Bend,U7.86,7.86,32.04,,D44.36,1187.46,3414.39,0.250,,,,,355,39.91,,,,,,,,39.6060172,-75.6297470,4.8,,16.000,X56,ERW,960
MFL,262,98,0.879,46+44.6,,,,4639.54,,261,Manufacturing Indication Int,U9.91,9.91,29.99,3.96,D42.32,1189.51,3412.34,0.250,,,1.25,0.96,341,39.91,,,,,,,,39.6060228,-75.6297468,5.1,,16.000,X56,ERW,960
MFL,263,98,0.879,46+44.8,,,,4639.84,,262,Manufacturing Indication Int,U10.21,10.21,29.70,3.97,D42.02,1189.81,3412.04,0.250,,,0.94,0.41,342,39.91,,,,,,,,39.6060236,-75.6297468,5.1,,16.000,X56,ERW,960
MFL,264,98,0.879,46+45.5,,,,4640.49,,263,Manufacturing Indication Int,U10.85,10.85,29.05,3.94,D41.37,1190.46,3411.39,0.250,,,1.80,1.01,339,39.91,,,,,,,,39.6060253,-75.6297468,5.2,,16.000,X56,ERW,960
MFL,265,98,0.882,46+61.8,,,,4657.90,,264,13.8° 46D Over Cold Bend,D11.64,28.27,11.64,,D23.96,1207.87,3393.98,0.250,,,,,181,39.91,,,,,,,,39.6060725,-75.6297459,8.1,,16.000,X56,ERW,960
MFL,266,99,0.884,46+72.7,,,,4669.54,,265,Weld; Begin 0.344in Wall API 5L X52 - ERW,D10.03,39.91,10.03,,D12.32,1219.51,3382.34,0.344,,,,,,10.03,,,,,,,,39.6061045,-75.6297455,8.2,,16.000,X52,ERW,960
MFL,267,99,0.885,46+74.3,,,,4671.13,,266,Stopple,U1.60,1.60,8.43,0.01,D10.73,1221.10,3380.75,0.344,,,,,1,10.03,,,,,,,,39.6061086,-75.6297454,8.1,,16.000,X52,ERW,960
MFL,268,99,0.885,46+76.0,,,,4672.86,,267,Tap,U3.32,3.32,6.71,0.00,D9.00,1222.83,3379.02,0.344,,,,,0,10.03,,,,,,,,39.6061134,-75.6297454,8.1,,16.000,X52,ERW,960
MFL,269,99,0.886,46+80.7,,,,4677.56,,268,Tap,D2.01,8.02,2.01,0.00,D4.30,1227.53,3374.32,0.344,,,,,0,10.03,,,,,,,,39.6061262,-75.6297452,7.9,,16.000,X52,ERW,960
MFL,270,100,0.886,46+82.7,,,,4679.57,,269,Weld,D4.42,10.03,4.42,,D2.29,1229.54,3372.32,0.344,,,,,,4.42,,,,,,,,39.6061317,-75.6297451,7.9,,16.000,X52,Valve,960
MFL,271,100,0.886,46+83.3,,,,4680.17,,270,Flange,U0.61,0.61,3.81,,D1.69,1230.14,3371.71,0.344,,,,,,4.42,,,,,,,,39.6061333,-75.6297451,7.9,,16.000,X52,Valve,960
MFL,272,100,0.887,46+85.0,1259.60,1256.39,1.00,4681.86,,271,Valve,D2.12,2.29,2.12,,U1231.83,1231.83,3370.02,0.344,,,,,,4.42,,,,,,,,39.6061380,-75.6297451,7.8,,16.000,X52,Valve,960
MFL,273,100,0.887,46+86.6,,,,4683.45,,272,Flange,D0.54,3.88,0.54,,U1.59,1233.42,3368.43,0.344,,,,,,4.42,,,,,,,,39.6061424,-75.6297450,7.7,,16.000,X52,Valve,960
MFL,274,101,0.887,46+87.1,,,,4683.98,,273,Weld,U4.42,4.42,10.07,,U2.12,1233.95,3367.90,0.344,,,,,,10.07,,,,,,,,39.6061439,-75.6297450,7.7,,16.000,X52,ERW,960
MFL,275,101,0.888,46+89.2,,,,4686.03,,274,Tap,U2.05,2.05,8.03,0.00,U4.17,1236.00,3365.85,0.344,,,,,0,10.07,,,,,,,,39.6061496,-75.6297449,7.7,,16.000,X52,ERW,960
MFL,276,101,0.888,46+93.9,,,,4690.75,,275,Tap,D3.31,6.76,3.31,0.00,U8.89,1240.72,3361.13,0.344,,,,,0,10.07,,,,,,,,39.6061625,-75.6297447,7.5,,16.000,X52,ERW,960
MFL,277,101,0.889,46+95.7,,,,4692.54,,276,Stopple,D1.52,8.56,1.52,4.11,U10.68,1242.51,3359.34,0.344,,,,,354,10.07,,,,,,,,39.6061675,-75.6297447,7.4,,16.000,X52,ERW,960
MFL,278,102,0.889,46+97.2,,,,4694.05,,277,Weld; Begin 0.250in Wall API 5L X56 - ERW,U10.07,10.07,61.19,,U12.20,1244.02,3357.83,0.250,,,,,,61.19,,,,,,,,39.6061717,-75.6297446,7.4,,16.000,X56,ERW,960
MFL,279,102,0.889,46+97.5,,,,4694.33,4694.11,278,ML Cluster Ext Weld Adjacent,U0.27,0.27,60.92,1.61,U12.47,1244.30,3357.55,0.250,29,39,3.73,4.37,138,61.19,,1300,1221,1393,1339,1934,1859,39.6061725,-75.6297446,7.4,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),16.000,X56,ERW,960
MFL,280,102,0.889,46+97.5,,,,4694.36,4694.32,279,ML Cluster Ext Weld Adjacent,U0.30,0.30,60.89,2.51,U12.50,1244.33,3357.52,0.250,13,23,0.59,2.09,216,61.19,,1480,1476,1479,1474,2055,2047,39.6061726,-75.6297446,7.4,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),16.000,X56,ERW,960
MFL,281,102,0.889,46+98.0,,,,4694.83,,280,Marker Band End No Maker Band Start Found,U0.78,0.78,60.42,,U12.97,1244.80,3357.05,0.250,,,,,,61.19,,,,,,,,39.6061739,-75.6297446,7.4,,16.000,X56,ERW,960
